EF50_0T_B_sample_1
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 10kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,0.021870,-0.000000,-0.011138,0.000000,-0.011138
0.100000,0.007110,0.046720,-0.000237,-0.023794,-0.000237,-0.023789
0.200000,0.027570,0.135860,-0.000919,-0.069193,-0.000919,-0.069129
0.300000,0.046210,0.193350,-0.001540,-0.098472,-0.001542,-0.098321
0.400000,0.063270,0.306810,-0.002109,-0.156257,-0.002111,-0.155928
0.500000,0.080020,0.360520,-0.002667,-0.183611,-0.002671,-0.183122
0.600000,0.096720,0.425430,-0.003224,-0.216670,-0.003229,-0.215971
0.700000,0.113310,0.570080,-0.003777,-0.290339,-0.003784,-0.289243
0.800000,0.130030,0.680990,-0.004334,-0.346825,-0.004344,-0.345322
0.900000,0.146700,0.832380,-0.004890,-0.423928,-0.004902,-0.421855
1.000000,0.163340,0.928760,-0.005445,-0.473014,-0.005460,-0.470438
1.100000,0.180020,1.030810,-0.006001,-0.524987,-0.006019,-0.521837
1.200000,0.196630,1.194650,-0.006554,-0.608430,-0.006576,-0.604442
1.300000,0.213350,1.357630,-0.007112,-0.691435,-0.007137,-0.686518
1.400000,0.230040,1.467040,-0.007668,-0.747157,-0.007698,-0.741428
1.500000,0.246740,1.658360,-0.008225,-0.844596,-0.008259,-0.837649
1.600000,0.263300,1.828920,-0.008777,-0.931461,-0.008815,-0.923286
1.700000,0.279980,2.009890,-0.009333,-1.023629,-0.009376,-1.014075
1.800000,0.296630,2.150580,-0.009888,-1.095281,-0.009937,-1.084452
1.900000,0.313270,2.328830,-0.010442,-1.186063,-0.010497,-1.173678
2.000000,0.329910,2.468560,-0.010997,-1.257227,-0.011058,-1.243402
2.100000,0.346600,2.634010,-0.011553,-1.341490,-0.011621,-1.325992
2.200000,0.363290,2.828340,-0.012110,-1.440462,-0.012184,-1.423018
2.300000,0.379970,2.961910,-0.012666,-1.508488,-0.012747,-1.489382
2.400000,0.396650,3.149060,-0.013222,-1.603803,-0.013310,-1.582598
2.500000,0.413260,3.296900,-0.013775,-1.679097,-0.013871,-1.655967
2.600000,0.429900,3.499140,-0.014330,-1.782097,-0.014434,-1.756560
2.700000,0.446610,3.672060,-0.014887,-1.870165,-0.014999,-1.842324
2.800000,0.463300,3.850100,-0.015443,-1.960840,-0.015564,-1.930558
2.900000,0.479900,4.006050,-0.015997,-2.040265,-0.016126,-2.007627
3.000000,0.496510,4.176970,-0.016550,-2.127313,-0.016689,-2.092106
3.100000,0.513230,4.313880,-0.017108,-2.197041,-0.017256,-2.159455
3.200000,0.529900,4.498260,-0.017663,-2.290945,-0.017821,-2.250479
3.300000,0.546550,4.632890,-0.018218,-2.359512,-0.018386,-2.316525
3.400000,0.563220,4.835880,-0.018774,-2.462893,-0.018952,-2.416655
3.500000,0.579930,5.008610,-0.019331,-2.550864,-0.019520,-2.501553
3.600000,0.596610,5.180920,-0.019887,-2.638621,-0.020087,-2.586147
3.700000,0.613260,5.322210,-0.020442,-2.710579,-0.020654,-2.655170
3.800000,0.629900,5.501990,-0.020997,-2.802140,-0.021220,-2.743305
3.900000,0.646570,5.705630,-0.021552,-2.905853,-0.021788,-2.843226
4.000000,0.663260,5.871150,-0.022109,-2.990152,-0.022357,-2.924044
4.100000,0.679960,6.039380,-0.022665,-3.075831,-0.022926,-3.006116
4.200000,0.696580,6.228460,-0.023219,-3.172129,-0.023493,-3.098474
4.300000,0.713220,6.378260,-0.023774,-3.248421,-0.024061,-3.171193
4.400000,0.729970,6.541070,-0.024332,-3.331340,-0.024633,-3.250280
4.500000,0.746640,6.733060,-0.024888,-3.429119,-0.025203,-3.343775
4.600000,0.763280,6.918430,-0.025443,-3.523527,-0.025772,-3.433880
4.700000,0.779880,7.121730,-0.025996,-3.627067,-0.026340,-3.532778
4.800000,0.796580,7.293500,-0.026553,-3.714549,-0.026912,-3.615918
4.900000,0.813250,7.431180,-0.027108,-3.784669,-0.027483,-3.682073
5.000000,0.829950,7.585900,-0.027665,-3.863467,-0.028055,-3.756584
5.100000,0.846520,7.789720,-0.028217,-3.967272,-0.028623,-3.855326
5.200000,0.863170,7.964860,-0.028772,-4.056470,-0.029194,-3.939756
5.300000,0.879930,8.167010,-0.029331,-4.159424,-0.029770,-4.037424
5.400000,0.896600,8.364610,-0.029887,-4.260061,-0.030342,-4.132742
5.500000,0.913260,8.551930,-0.030442,-4.355462,-0.030915,-4.222873
5.600000,0.929950,8.695360,-0.030998,-4.428510,-0.031489,-4.291234
5.700000,0.946640,8.855920,-0.031555,-4.510283,-0.032063,-4.367963
5.800000,0.963330,9.067890,-0.032111,-4.618238,-0.032638,-4.469942
5.900000,0.979970,9.241140,-0.032666,-4.706474,-0.033211,-4.552734
6.000000,0.996600,9.385430,-0.033220,-4.779960,-0.033784,-4.621170
6.100000,1.013310,9.577190,-0.033777,-4.877623,-0.034361,-4.712871
6.200000,1.029980,9.737670,-0.034333,-4.959355,-0.034936,-4.789087
6.300000,1.046630,9.949590,-0.034888,-5.067285,-0.035511,-4.890499
6.400000,1.063260,10.147460,-0.035442,-5.168059,-0.036085,-4.984893
6.500000,1.079850,10.334710,-0.035995,-5.263425,-0.036659,-5.073968
6.600000,1.096530,10.511010,-0.036551,-5.353213,-0.037236,-5.157548
6.700000,1.113210,10.658920,-0.037107,-5.428543,-0.037813,-5.227106
6.800000,1.129850,10.878490,-0.037662,-5.540369,-0.038389,-5.331710
6.900000,1.146500,11.041890,-0.038217,-5.623588,-0.038966,-5.408674
7.000000,1.163250,11.248680,-0.038775,-5.728906,-0.039547,-5.506767
7.100000,1.179970,11.410000,-0.039332,-5.811065,-0.040127,-5.582503
7.200000,1.196610,11.599060,-0.039887,-5.907353,-0.040704,-5.671726
7.300000,1.213250,11.773000,-0.040442,-5.995940,-0.041282,-5.753454
7.400000,1.229930,11.985240,-0.040998,-6.104033,-0.041862,-5.853782
7.500000,1.246630,12.140190,-0.041554,-6.182948,-0.042442,-5.926020
7.600000,1.263290,12.343570,-0.042110,-6.286529,-0.043022,-6.021805
7.700000,1.279920,12.549170,-0.042664,-6.391240,-0.043601,-6.118564
7.800000,1.296590,12.739190,-0.043220,-6.488016,-0.044181,-6.207606
7.900000,1.313280,12.876840,-0.043776,-6.558121,-0.044763,-6.271032
8.000000,1.329980,13.112090,-0.044333,-6.677933,-0.045345,-6.381882
8.100000,1.346590,13.281300,-0.044886,-6.764111,-0.045925,-6.460494
8.200000,1.363260,13.488330,-0.045442,-6.869550,-0.046507,-6.557384
8.300000,1.379930,13.636760,-0.045998,-6.945145,-0.047089,-6.625684
8.400000,1.396630,13.830860,-0.046554,-7.043999,-0.047673,-6.716070
8.500000,1.413250,14.046570,-0.047108,-7.153859,-0.048254,-6.816853
8.600000,1.429890,14.225350,-0.047663,-7.244911,-0.048836,-6.899597
8.700000,1.446560,14.389210,-0.048219,-7.328364,-0.049420,-6.975001
8.800000,1.463270,14.554120,-0.048776,-7.412352,-0.050005,-7.050810
8.900000,1.479920,14.791180,-0.049331,-7.533086,-0.050589,-7.161474
9.000000,1.496540,15.015580,-0.049885,-7.647372,-0.051172,-7.265885
9.100000,1.513240,15.143850,-0.050441,-7.712699,-0.051758,-7.323661
9.200000,1.529960,15.353420,-0.050999,-7.819433,-0.052345,-7.420652
9.300000,1.546660,15.542880,-0.051555,-7.915924,-0.052932,-7.507816
9.400000,1.563270,15.750720,-0.052109,-8.021776,-0.053516,-7.603769
9.500000,1.579870,15.965340,-0.052662,-8.131081,-0.054100,-7.702879
9.600000,1.596510,16.136010,-0.053217,-8.218002,-0.054685,-7.780665
9.700000,1.613270,16.337010,-0.053776,-8.320371,-0.055276,-7.872937
9.800000,1.629970,16.477440,-0.054332,-8.391891,-0.055864,-7.935940
9.900000,1.646580,16.683660,-0.054886,-8.496918,-0.056450,-8.030556
10.000000,1.663210,16.898790,-0.055440,-8.606483,-0.057036,-8.129337
10.100000,1.679890,17.104420,-0.055996,-8.711210,-0.057625,-8.223414
10.200000,1.696560,17.301960,-0.056552,-8.811816,-0.058214,-8.313490
10.300000,1.713210,17.478460,-0.057107,-8.901707,-0.058802,-8.393357
10.400000,1.729890,17.693890,-0.057663,-9.011424,-0.059392,-8.491798
10.500000,1.746530,17.822400,-0.058218,-9.076874,-0.059981,-8.548439
10.600000,1.763220,18.055650,-0.058774,-9.195667,-0.060572,-8.655201
10.700000,1.779860,18.232520,-0.059329,-9.285746,-0.061161,-8.734835
10.800000,1.796530,18.430380,-0.059884,-9.386515,-0.061752,-8.824410
10.900000,1.813200,18.638530,-0.060440,-9.492525,-0.062344,-8.918797
11.000000,1.829910,18.824280,-0.060997,-9.587127,-0.062937,-9.002341
11.100000,1.846540,19.024800,-0.061551,-9.689251,-0.063527,-9.092865
11.200000,1.863120,19.230810,-0.062104,-9.794171,-0.064116,-9.185914
11.300000,1.879900,19.392630,-0.062663,-9.876585,-0.064713,-9.257686
11.400000,1.896600,19.597370,-0.063220,-9.980859,-0.065307,-9.349869
11.500000,1.913290,19.808000,-0.063776,-10.088132,-0.065901,-9.444748
11.600000,1.929910,20.008560,-0.064330,-10.190276,-0.066493,-9.534732
11.700000,1.946590,20.197370,-0.064886,-10.286436,-0.067087,-9.618987
11.800000,1.963240,20.381410,-0.065441,-10.380167,-0.067681,-9.700875
11.900000,1.979960,20.628000,-0.065999,-10.505754,-0.068277,-9.812388
12.000000,1.996620,20.795260,-0.066554,-10.590939,-0.068872,-9.886070
12.100000,2.013250,20.981960,-0.067108,-10.686024,-0.069466,-9.968903
12.200000,2.029920,21.164740,-0.067664,-10.779114,-0.070062,-10.049756
12.300000,2.046600,21.310350,-0.068220,-10.853272,-0.070659,-10.112862
12.400000,2.063280,21.582820,-0.068776,-10.992040,-0.071255,-10.236051
12.500000,2.079880,21.803610,-0.069329,-11.104487,-0.071850,-10.334621
12.600000,2.096580,21.959260,-0.069886,-11.183759,-0.072448,-10.402171
12.700000,2.113270,22.185940,-0.070442,-11.299206,-0.073046,-10.503264
12.800000,2.130010,22.371150,-0.071000,-11.393533,-0.073647,-10.584588
12.900000,2.146570,22.584670,-0.071552,-11.502278,-0.074241,-10.679263
13.000000,2.163260,22.750350,-0.072109,-11.586658,-0.074841,-10.751160
13.100000,2.179920,22.964390,-0.072664,-11.695668,-0.075439,-10.845814
13.200000,2.196590,23.143600,-0.073220,-11.786939,-0.076039,-10.923903
13.300000,2.213310,23.345840,-0.073777,-11.889939,-0.076640,-11.012735
13.400000,2.229880,23.577370,-0.074329,-12.007856,-0.077237,-11.115320
13.500000,2.246560,23.787510,-0.074885,-12.114879,-0.077838,-11.207653
13.600000,2.263240,23.957890,-0.075441,-12.201653,-0.078439,-11.281144
13.700000,2.279920,24.155340,-0.075997,-12.302214,-0.079040,-11.367278
13.800000,2.296550,24.349770,-0.076552,-12.401236,-0.079640,-11.451901
13.900000,2.313240,24.543000,-0.077108,-12.499647,-0.080243,-11.535824
14.000000,2.329950,24.754550,-0.077665,-12.607389,-0.080847,-11.628236
14.100000,2.346630,24.967890,-0.078221,-12.716042,-0.081450,-11.721380
14.200000,2.363290,25.165280,-0.078776,-12.816572,-0.082052,-11.806929
14.300000,2.379960,25.379940,-0.079332,-12.925897,-0.082656,-11.900460
14.400000,2.396620,25.567300,-0.079887,-13.021319,-0.083259,-11.981081
14.500000,2.413310,25.763440,-0.080444,-13.121212,-0.083864,-12.065694
14.600000,2.429980,25.962280,-0.080999,-13.222481,-0.084468,-12.151469
14.700000,2.446490,26.214820,-0.081550,-13.351098,-0.085067,-12.262321
14.800000,2.463200,26.375250,-0.082107,-13.432805,-0.085674,-12.329882
14.900000,2.479910,26.603500,-0.082664,-13.549051,-0.086281,-12.429037
15.000000,2.496570,26.783440,-0.083219,-13.640694,-0.086887,-12.505529
15.100000,2.513180,26.987970,-0.083773,-13.744860,-0.087491,-12.593417
15.200000,2.529890,27.237170,-0.084330,-13.871777,-0.088099,-12.701974
15.300000,2.546580,27.423480,-0.084886,-13.966664,-0.088707,-12.781089
15.400000,2.563260,27.613630,-0.085442,-14.063506,-0.089314,-12.861892
