EF10_100T_A_sample_2
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 1kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,-0.115070,-0.000000,0.058605,0.000000,0.058605
0.100000,0.006970,-0.102130,-0.000232,0.052014,-0.000232,0.052002
0.200000,0.027560,-0.109460,-0.000919,0.055748,-0.000919,0.055696
0.300000,0.046170,-0.090570,-0.001539,0.046127,-0.001540,0.046056
0.400000,0.063130,-0.087080,-0.002104,0.044349,-0.002107,0.044256
0.500000,0.079870,-0.078730,-0.002662,0.040097,-0.002666,0.039990
0.600000,0.096550,-0.063790,-0.003218,0.032488,-0.003224,0.032383
0.700000,0.113250,-0.064370,-0.003775,0.032783,-0.003782,0.032660
0.800000,0.129980,-0.049260,-0.004333,0.025088,-0.004342,0.024979
0.900000,0.146670,-0.040900,-0.004889,0.020830,-0.004901,0.020728
1.000000,0.163260,-0.038520,-0.005442,0.019618,-0.005457,0.019511
1.100000,0.179970,-0.037750,-0.005999,0.019226,-0.006017,0.019111
1.200000,0.196670,-0.030730,-0.006556,0.015651,-0.006577,0.015548
1.300000,0.213300,-0.016090,-0.007110,0.008195,-0.007135,0.008136
1.400000,0.229940,-0.010190,-0.007665,0.005190,-0.007694,0.005150
1.500000,0.246620,-0.003620,-0.008221,0.001844,-0.008255,0.001828
1.600000,0.263320,0.001950,-0.008777,-0.000993,-0.008816,-0.000984
1.700000,0.279940,0.009980,-0.009331,-0.005083,-0.009375,-0.005035
1.800000,0.296600,0.019770,-0.009887,-0.010069,-0.009936,-0.009969
1.900000,0.313260,0.022220,-0.010442,-0.011317,-0.010497,-0.011198
2.000000,0.329940,0.034920,-0.010998,-0.017785,-0.011059,-0.017589
2.100000,0.346670,0.041040,-0.011556,-0.020902,-0.011623,-0.020660
2.200000,0.363290,0.048770,-0.012110,-0.024838,-0.012184,-0.024538
2.300000,0.379890,0.060330,-0.012663,-0.030726,-0.012744,-0.030337
2.400000,0.396600,0.062230,-0.013220,-0.031693,-0.013308,-0.031274
2.500000,0.413320,0.072710,-0.013777,-0.037031,-0.013873,-0.036521
2.600000,0.429940,0.076850,-0.014331,-0.039139,-0.014435,-0.038578
2.700000,0.446560,0.085310,-0.014885,-0.043448,-0.014997,-0.042801
2.800000,0.463260,0.083090,-0.015442,-0.042317,-0.015562,-0.041664
2.900000,0.479920,0.110130,-0.015997,-0.056089,-0.016127,-0.055191
3.000000,0.496580,0.114730,-0.016553,-0.058432,-0.016691,-0.057464
3.100000,0.513220,0.117590,-0.017107,-0.059888,-0.017255,-0.058864
3.200000,0.529880,0.122050,-0.017663,-0.062160,-0.017821,-0.061062
3.300000,0.546550,0.132700,-0.018218,-0.067584,-0.018386,-0.066352
3.400000,0.563270,0.145260,-0.018776,-0.073980,-0.018954,-0.072591
3.500000,0.579980,0.148570,-0.019333,-0.075666,-0.019522,-0.074203
3.600000,0.596610,0.162710,-0.019887,-0.082868,-0.020087,-0.081220
3.700000,0.613250,0.162310,-0.020442,-0.082664,-0.020653,-0.080974
3.800000,0.629900,0.166490,-0.020997,-0.084793,-0.021220,-0.083012
3.900000,0.646590,0.175540,-0.021553,-0.089402,-0.021789,-0.087475
4.000000,0.663170,0.180270,-0.022106,-0.091811,-0.022354,-0.089781
4.100000,0.679900,0.190030,-0.022663,-0.096781,-0.022924,-0.094588
4.200000,0.696610,0.204190,-0.023220,-0.103993,-0.023494,-0.101578
4.300000,0.713260,0.206170,-0.023775,-0.105002,-0.024063,-0.102505
4.400000,0.729880,0.213640,-0.024329,-0.108806,-0.024630,-0.106159
4.500000,0.746530,0.217690,-0.024884,-0.110869,-0.025199,-0.108110
4.600000,0.763230,0.228200,-0.025441,-0.116221,-0.025770,-0.113265
4.700000,0.779930,0.238780,-0.025998,-0.121610,-0.026342,-0.118448
4.800000,0.796600,0.236870,-0.026553,-0.120637,-0.026912,-0.117434
4.900000,0.813230,0.255630,-0.027108,-0.130191,-0.027482,-0.126662
5.000000,0.829880,0.256590,-0.027663,-0.130680,-0.028052,-0.127065
5.100000,0.846580,0.267110,-0.028219,-0.136038,-0.028625,-0.132199
5.200000,0.863280,0.269360,-0.028776,-0.137184,-0.029198,-0.133236
5.300000,0.879910,0.280500,-0.029330,-0.142857,-0.029769,-0.138667
5.400000,0.896600,0.288640,-0.029887,-0.147003,-0.030342,-0.142610
5.500000,0.913290,0.297420,-0.030443,-0.151475,-0.030916,-0.146863
5.600000,0.930020,0.302750,-0.031001,-0.154189,-0.031491,-0.149409
5.700000,0.946610,0.316230,-0.031554,-0.161055,-0.032062,-0.155973
5.800000,0.963270,0.317130,-0.032109,-0.161513,-0.032636,-0.156327
5.900000,0.979910,0.331370,-0.032664,-0.168765,-0.033209,-0.163253
6.000000,0.996580,0.328110,-0.033219,-0.167105,-0.033784,-0.161554
6.100000,1.013230,0.346670,-0.033774,-0.176558,-0.034358,-0.170594
6.200000,1.029860,0.345360,-0.034329,-0.175890,-0.034932,-0.169852
6.300000,1.046580,0.353490,-0.034886,-0.180031,-0.035509,-0.173750
6.400000,1.063240,0.366680,-0.035441,-0.186749,-0.036085,-0.180130
6.500000,1.079940,0.370180,-0.035998,-0.188531,-0.036662,-0.181744
6.600000,1.096530,0.374120,-0.036551,-0.190538,-0.037236,-0.183573
6.700000,1.113210,0.386340,-0.037107,-0.196761,-0.037813,-0.189460
6.800000,1.129930,0.388080,-0.037664,-0.197648,-0.038392,-0.190203
6.900000,1.146650,0.391700,-0.038222,-0.199491,-0.038971,-0.191866
7.000000,1.163280,0.414660,-0.038776,-0.211185,-0.039548,-0.202996
7.100000,1.179940,0.416820,-0.039331,-0.212285,-0.040126,-0.203935
7.200000,1.196610,0.429900,-0.039887,-0.218946,-0.040704,-0.210213
7.300000,1.213260,0.434190,-0.040442,-0.221131,-0.041283,-0.212188
7.400000,1.229930,0.440220,-0.040998,-0.224202,-0.041862,-0.215010
7.500000,1.246540,0.450500,-0.041551,-0.229438,-0.042439,-0.219904
7.600000,1.263220,0.452210,-0.042107,-0.230309,-0.043020,-0.220611
7.700000,1.279920,0.465910,-0.042664,-0.237286,-0.043601,-0.227162
7.800000,1.296620,0.471160,-0.043221,-0.239960,-0.044182,-0.229589
7.900000,1.313250,0.479460,-0.043775,-0.244187,-0.044762,-0.233498
8.000000,1.329860,0.487620,-0.044329,-0.248343,-0.045341,-0.237334
8.100000,1.346560,0.489020,-0.044885,-0.249056,-0.045924,-0.237877
8.200000,1.363250,0.502350,-0.045442,-0.255845,-0.046507,-0.244219
8.300000,1.379890,0.506760,-0.045996,-0.258091,-0.047088,-0.246220
8.400000,1.396550,0.522260,-0.046552,-0.265985,-0.047670,-0.253603
8.500000,1.413250,0.525410,-0.047108,-0.267589,-0.048254,-0.254983
8.600000,1.429900,0.530040,-0.047663,-0.269947,-0.048837,-0.257081
8.700000,1.446580,0.541780,-0.048219,-0.275926,-0.049421,-0.262621
8.800000,1.463200,0.553580,-0.048773,-0.281936,-0.050003,-0.268185
8.900000,1.479880,0.555590,-0.049329,-0.282960,-0.050588,-0.269001
9.000000,1.496620,0.563900,-0.049887,-0.287192,-0.051175,-0.272865
9.100000,1.513340,0.572000,-0.050445,-0.291317,-0.051761,-0.276622
9.200000,1.529950,0.580920,-0.050998,-0.295860,-0.052345,-0.280772
9.300000,1.546600,0.586710,-0.051553,-0.298809,-0.052930,-0.283404
9.400000,1.563310,0.594570,-0.052110,-0.302812,-0.053517,-0.287032
