EF30_50T_B_sample_2
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 10kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,-0.005400,-0.000000,0.002750,0.000000,0.002750
0.100000,0.007190,0.026150,-0.000240,-0.013318,-0.000240,-0.013315
0.200000,0.027810,0.027100,-0.000927,-0.013802,-0.000927,-0.013789
0.300000,0.046340,0.059450,-0.001545,-0.030278,-0.001546,-0.030231
0.400000,0.063310,0.085400,-0.002110,-0.043494,-0.002113,-0.043402
0.500000,0.080000,0.128750,-0.002667,-0.065572,-0.002670,-0.065397
0.600000,0.096670,0.167050,-0.003222,-0.085078,-0.003228,-0.084804
0.700000,0.113360,0.241210,-0.003779,-0.122847,-0.003786,-0.122383
0.800000,0.130030,0.254550,-0.004334,-0.129641,-0.004344,-0.129079
0.900000,0.146640,0.255460,-0.004888,-0.130105,-0.004900,-0.129469
1.000000,0.163300,0.306410,-0.005443,-0.156053,-0.005458,-0.155204
1.100000,0.179960,0.344240,-0.005999,-0.175320,-0.006017,-0.174268
1.200000,0.196670,0.351920,-0.006556,-0.179231,-0.006577,-0.178056
1.300000,0.213330,0.389690,-0.007111,-0.198467,-0.007136,-0.197056
1.400000,0.229950,0.432300,-0.007665,-0.220169,-0.007695,-0.218481
1.500000,0.246660,0.447400,-0.008222,-0.227859,-0.008256,-0.225985
1.600000,0.263360,0.478500,-0.008779,-0.243698,-0.008817,-0.241559
1.700000,0.279990,0.499530,-0.009333,-0.254409,-0.009377,-0.252034
1.800000,0.296570,0.529760,-0.009886,-0.269805,-0.009935,-0.267137
1.900000,0.313280,0.542160,-0.010443,-0.276120,-0.010498,-0.273236
2.000000,0.329980,0.570990,-0.010999,-0.290803,-0.011060,-0.287604
2.100000,0.346640,0.635140,-0.011555,-0.323474,-0.011622,-0.319737
2.200000,0.363320,0.642200,-0.012111,-0.327070,-0.012185,-0.323109
2.300000,0.379930,0.654930,-0.012664,-0.333553,-0.012745,-0.329329
2.400000,0.396610,0.692380,-0.013220,-0.352626,-0.013308,-0.347964
