EF10_25T_B_sample_1
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 1kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,-0.001630,-0.000000,0.000830,0.000000,0.000830
0.100000,0.006740,0.030270,-0.000225,-0.015416,-0.000225,-0.015413
0.200000,0.027750,0.037800,-0.000925,-0.019251,-0.000925,-0.019234
0.300000,0.046340,0.062150,-0.001545,-0.031653,-0.001546,-0.031604
0.400000,0.063320,0.078290,-0.002111,-0.039873,-0.002113,-0.039789
0.500000,0.080010,0.098920,-0.002667,-0.050380,-0.002671,-0.050245
0.600000,0.096670,0.114150,-0.003222,-0.058136,-0.003228,-0.057949
0.700000,0.113370,0.141000,-0.003779,-0.071811,-0.003786,-0.071539
0.800000,0.130040,0.159760,-0.004335,-0.081365,-0.004344,-0.081012
0.900000,0.146670,0.189990,-0.004889,-0.096761,-0.004901,-0.096288
1.000000,0.163330,0.212800,-0.005444,-0.108378,-0.005459,-0.107788
1.100000,0.180020,0.245810,-0.006001,-0.125190,-0.006019,-0.124439
1.200000,0.196680,0.272630,-0.006556,-0.138849,-0.006578,-0.137939
1.300000,0.213350,0.304110,-0.007112,-0.154882,-0.007137,-0.153780
1.400000,0.229970,0.316500,-0.007666,-0.161192,-0.007695,-0.159956
1.500000,0.246700,0.356920,-0.008223,-0.181778,-0.008257,-0.180283
1.600000,0.263370,0.380100,-0.008779,-0.193583,-0.008818,-0.191884
1.700000,0.279990,0.406940,-0.009333,-0.207253,-0.009377,-0.205319
1.800000,0.296580,0.433630,-0.009886,-0.220846,-0.009935,-0.218663
1.900000,0.313260,0.469860,-0.010442,-0.239298,-0.010497,-0.236799
2.000000,0.329980,0.503020,-0.010999,-0.256186,-0.011060,-0.253368
2.100000,0.346680,0.528590,-0.011556,-0.269209,-0.011623,-0.266098
2.200000,0.363280,0.564300,-0.012109,-0.287396,-0.012183,-0.283915
2.300000,0.379880,0.594200,-0.012663,-0.302624,-0.012744,-0.298792
2.400000,0.396520,0.616790,-0.013217,-0.314129,-0.013305,-0.309977
2.500000,0.413200,0.652260,-0.013773,-0.332193,-0.013869,-0.327618
2.600000,0.429930,0.683150,-0.014331,-0.347925,-0.014435,-0.342939
2.700000,0.446540,0.705390,-0.014885,-0.359252,-0.014997,-0.353905
2.800000,0.463210,0.739020,-0.015440,-0.376380,-0.015561,-0.370568
2.900000,0.479920,0.771660,-0.015997,-0.393003,-0.016127,-0.386716
3.000000,0.496560,0.798480,-0.016552,-0.406663,-0.016691,-0.399931
3.100000,0.513140,0.828520,-0.017105,-0.421962,-0.017253,-0.414744
3.200000,0.529880,0.868500,-0.017663,-0.442323,-0.017821,-0.434511
3.300000,0.546590,0.889070,-0.018220,-0.452800,-0.018388,-0.444550
3.400000,0.563290,0.919060,-0.018776,-0.468073,-0.018955,-0.459285
3.500000,0.579920,0.951690,-0.019331,-0.484692,-0.019520,-0.475322
3.600000,0.596530,0.981210,-0.019884,-0.499726,-0.020085,-0.489789
3.700000,0.613220,1.022340,-0.020441,-0.520673,-0.020652,-0.510031
3.800000,0.629930,1.049010,-0.020998,-0.534256,-0.021221,-0.523038
3.900000,0.646580,1.074940,-0.021553,-0.547462,-0.021788,-0.535663
4.000000,0.663230,1.109600,-0.022108,-0.565115,-0.022356,-0.552621
4.100000,0.679860,1.138400,-0.022662,-0.579782,-0.022923,-0.566643
4.200000,0.696570,1.170710,-0.023219,-0.596238,-0.023493,-0.582394
4.300000,0.713240,1.203690,-0.023775,-0.613034,-0.024062,-0.598460
4.400000,0.729860,1.230920,-0.024329,-0.626902,-0.024629,-0.611651
4.500000,0.746530,1.259340,-0.024884,-0.641377,-0.025199,-0.625416
4.600000,0.763240,1.295870,-0.025441,-0.659981,-0.025771,-0.643190
4.700000,0.779940,1.321490,-0.025998,-0.673029,-0.026342,-0.655532
4.800000,0.796570,1.350870,-0.026552,-0.687992,-0.026911,-0.669725
4.900000,0.813290,1.383140,-0.027110,-0.704427,-0.027484,-0.685331
5.000000,0.829930,1.411320,-0.027664,-0.718779,-0.028054,-0.698895
5.100000,0.846560,1.445260,-0.028219,-0.736065,-0.028624,-0.715294
5.200000,0.863250,1.472410,-0.028775,-0.749892,-0.029197,-0.728314
5.300000,0.879890,1.507440,-0.029330,-0.767733,-0.029768,-0.745216
5.400000,0.896550,1.540500,-0.029885,-0.784570,-0.030341,-0.761123
5.500000,0.913270,1.572930,-0.030442,-0.801087,-0.030915,-0.776700
5.600000,0.930000,1.601870,-0.031000,-0.815826,-0.031491,-0.790535
5.700000,0.946560,1.632980,-0.031552,-0.831670,-0.032060,-0.805429
5.800000,0.963220,1.660500,-0.032107,-0.845686,-0.032634,-0.818533
5.900000,0.979910,1.692230,-0.032664,-0.861846,-0.033209,-0.833695
6.000000,0.996590,1.726070,-0.033220,-0.879080,-0.033784,-0.849877
6.100000,1.013240,1.754590,-0.033775,-0.893605,-0.034358,-0.863424
6.200000,1.029880,1.782510,-0.034329,-0.907825,-0.034932,-0.876660
6.300000,1.046570,1.816660,-0.034886,-0.925217,-0.035509,-0.892941
6.400000,1.063240,1.851450,-0.035441,-0.942936,-0.036085,-0.909517
6.500000,1.079950,1.885860,-0.035998,-0.960461,-0.036662,-0.925886
6.600000,1.096540,1.912310,-0.036551,-0.973931,-0.037236,-0.938333
6.700000,1.113210,1.933510,-0.037107,-0.984729,-0.037813,-0.948188
6.800000,1.129920,1.970900,-0.037664,-1.003771,-0.038392,-0.965965
6.900000,1.146670,2.002310,-0.038222,-1.019768,-0.038972,-0.980790
7.000000,1.163290,2.033910,-0.038776,-1.035862,-0.039548,-0.995695
7.100000,1.179940,2.067960,-0.039331,-1.053203,-0.040126,-1.011779
7.200000,1.196640,2.098240,-0.039888,-1.068625,-0.040705,-1.026000
7.300000,1.213340,2.127780,-0.040445,-1.083669,-0.041285,-1.039841
7.400000,1.229950,2.159400,-0.040998,-1.099773,-0.041862,-1.054685
7.500000,1.246600,2.189960,-0.041553,-1.115337,-0.042441,-1.068991
7.600000,1.263280,2.223760,-0.042109,-1.132552,-0.043022,-1.084861
7.700000,1.279900,2.253070,-0.042663,-1.147479,-0.043600,-1.098524
7.800000,1.296580,2.286980,-0.043219,-1.164749,-0.044181,-1.114410
7.900000,1.313210,2.315890,-0.043774,-1.179473,-0.044761,-1.127843
8.000000,1.329860,2.348350,-0.044329,-1.196005,-0.045341,-1.142988
8.100000,1.346560,2.382370,-0.044885,-1.213331,-0.045924,-1.158870
8.200000,1.363280,2.412070,-0.045443,-1.228457,-0.046508,-1.172633
8.300000,1.379860,2.449370,-0.045995,-1.247454,-0.047087,-1.190077
8.400000,1.396530,2.477400,-0.046551,-1.261729,-0.047669,-1.202995
8.500000,1.413290,2.507940,-0.047110,-1.277283,-0.048255,-1.217111
8.600000,1.429940,2.541530,-0.047665,-1.294391,-0.048838,-1.232694
8.700000,1.446560,2.566420,-0.048219,-1.307067,-0.049420,-1.244042
8.800000,1.463180,2.608470,-0.048773,-1.328483,-0.050002,-1.263689
8.900000,1.479860,2.630980,-0.049329,-1.339947,-0.050587,-1.273849
9.000000,1.496550,2.670000,-0.049885,-1.359820,-0.051172,-1.291985
9.100000,1.513280,2.690750,-0.050443,-1.370388,-0.051759,-1.301262
9.200000,1.529920,2.728400,-0.050997,-1.389563,-0.052344,-1.318699
9.300000,1.546530,2.759870,-0.051551,-1.405590,-0.052927,-1.333131
9.400000,1.563220,2.792330,-0.052107,-1.422122,-0.053514,-1.348019
9.500000,1.579920,2.818270,-0.052664,-1.435333,-0.054101,-1.359743
9.600000,1.596590,2.849850,-0.053220,-1.451417,-0.054688,-1.374173
9.700000,1.613210,2.883060,-0.053774,-1.468330,-0.055273,-1.389373
9.800000,1.629920,2.917560,-0.054331,-1.485901,-0.055862,-1.405171
9.900000,1.646630,2.941780,-0.054888,-1.498236,-0.056451,-1.416002
10.000000,1.663270,2.973860,-0.055442,-1.514574,-0.057039,-1.430603
10.100000,1.679920,3.014410,-0.055997,-1.535226,-0.057626,-1.449258
10.200000,1.696630,3.038980,-0.056554,-1.547740,-0.058217,-1.460208
10.300000,1.713330,3.073070,-0.057111,-1.565102,-0.058807,-1.475717
10.400000,1.729980,3.106070,-0.057666,-1.581908,-0.059396,-1.490686
10.500000,1.746610,3.141930,-0.058220,-1.600172,-0.059984,-1.507009
10.600000,1.763220,3.168070,-0.058774,-1.613485,-0.060572,-1.518654
10.700000,1.779950,3.204820,-0.059332,-1.632201,-0.061165,-1.535360
10.800000,1.796660,3.227440,-0.059889,-1.643722,-0.061757,-1.545281
10.900000,1.813270,3.272440,-0.060442,-1.666640,-0.062346,-1.565904
11.000000,1.829830,3.300080,-0.060994,-1.680717,-0.062934,-1.578203
11.100000,1.846590,3.331960,-0.061553,-1.696953,-0.063529,-1.592501
11.200000,1.863270,3.364420,-0.062109,-1.713485,-0.064122,-1.607062
11.300000,1.879930,3.393350,-0.062664,-1.728219,-0.064714,-1.619921
11.400000,1.896540,3.429500,-0.063218,-1.746630,-0.065305,-1.636212
11.500000,1.913230,3.459150,-0.063774,-1.761731,-0.065899,-1.649377
11.600000,1.929910,3.490530,-0.064330,-1.777712,-0.066493,-1.663352
11.700000,1.946600,3.526400,-0.064887,-1.795981,-0.067088,-1.679446
11.800000,1.963260,3.552090,-0.065442,-1.809065,-0.067682,-1.690676
11.900000,1.979900,3.582560,-0.065997,-1.824583,-0.068275,-1.704166
12.000000,1.996570,3.621390,-0.066552,-1.844359,-0.068870,-1.721612
12.100000,2.013270,3.654150,-0.067109,-1.861043,-0.069467,-1.736151
12.200000,2.029960,3.679900,-0.067665,-1.874158,-0.070063,-1.747342
12.300000,2.046560,3.716210,-0.068219,-1.892650,-0.070657,-1.763536
12.400000,2.063200,3.743710,-0.068773,-1.906656,-0.071253,-1.775529
12.500000,2.079900,3.779290,-0.069330,-1.924777,-0.071851,-1.791332
12.600000,2.096570,3.816910,-0.069886,-1.943936,-0.072448,-1.808083
12.700000,2.113200,3.843320,-0.070440,-1.957387,-0.073044,-1.819508
12.800000,2.129870,3.877740,-0.070996,-1.974917,-0.073642,-1.834706
12.900000,2.146520,3.908810,-0.071551,-1.990741,-0.074239,-1.848302
13.000000,2.163210,3.942700,-0.072107,-2.008001,-0.074839,-1.863210
13.100000,2.179850,3.974820,-0.072662,-2.024359,-0.075437,-1.877266
13.200000,2.196520,4.013100,-0.073217,-2.043855,-0.076036,-1.894209
13.300000,2.213210,4.045300,-0.073774,-2.060254,-0.076637,-1.908262
13.400000,2.229930,4.074240,-0.074331,-2.074993,-0.077239,-1.920757
13.500000,2.246610,4.104220,-0.074887,-2.090262,-0.077839,-1.933729
13.600000,2.263250,4.144950,-0.075442,-2.111006,-0.078439,-1.951748
