EF10_75T_B_sample_2
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 1kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,0.007130,-0.000000,-0.003631,0.000000,-0.003631
0.100000,0.006120,0.014500,-0.000204,-0.007385,-0.000204,-0.007383
0.200000,0.026870,0.021310,-0.000896,-0.010853,-0.000896,-0.010843
0.300000,0.046140,0.038610,-0.001538,-0.019664,-0.001539,-0.019634
0.400000,0.063250,0.046920,-0.002108,-0.023896,-0.002111,-0.023846
0.500000,0.080030,0.055450,-0.002668,-0.028240,-0.002671,-0.028165
0.600000,0.096750,0.067240,-0.003225,-0.034245,-0.003230,-0.034135
0.700000,0.113370,0.075490,-0.003779,-0.038447,-0.003786,-0.038301
0.800000,0.130030,0.089100,-0.004334,-0.045378,-0.004344,-0.045182
0.900000,0.146710,0.097340,-0.004890,-0.049575,-0.004902,-0.049332
1.000000,0.163400,0.105880,-0.005447,-0.053924,-0.005462,-0.053631
1.100000,0.180020,0.118370,-0.006001,-0.060285,-0.006019,-0.059924
1.200000,0.196680,0.124710,-0.006556,-0.063514,-0.006578,-0.063098
1.300000,0.213380,0.137540,-0.007113,-0.070049,-0.007138,-0.069550
1.400000,0.230040,0.151770,-0.007668,-0.077296,-0.007698,-0.076703
1.500000,0.246650,0.152740,-0.008222,-0.077790,-0.008256,-0.077150
1.600000,0.263270,0.164430,-0.008776,-0.083744,-0.008814,-0.083009
1.700000,0.279970,0.176210,-0.009332,-0.089743,-0.009376,-0.088906
1.800000,0.296700,0.183310,-0.009890,-0.093359,-0.009939,-0.092436
1.900000,0.313320,0.191620,-0.010444,-0.097591,-0.010499,-0.096572
2.000000,0.329940,0.206150,-0.010998,-0.104991,-0.011059,-0.103837
2.100000,0.346560,0.209370,-0.011552,-0.106631,-0.011619,-0.105399
2.200000,0.363280,0.226060,-0.012109,-0.115131,-0.012183,-0.113737
2.300000,0.379990,0.227690,-0.012666,-0.115962,-0.012747,-0.114493
2.400000,0.396640,0.243600,-0.013221,-0.124064,-0.013310,-0.122424
2.500000,0.413260,0.252530,-0.013775,-0.128612,-0.013871,-0.126841
2.600000,0.429930,0.262480,-0.014331,-0.133680,-0.014435,-0.131764
2.700000,0.446620,0.266060,-0.014887,-0.135503,-0.014999,-0.133486
2.800000,0.463280,0.283400,-0.015443,-0.144334,-0.015563,-0.142106
2.900000,0.479910,0.295540,-0.015997,-0.150517,-0.016126,-0.148109
3.000000,0.496580,0.306280,-0.016553,-0.155987,-0.016691,-0.153405
3.100000,0.513230,0.311550,-0.017108,-0.158671,-0.017256,-0.155957
3.200000,0.529940,0.323080,-0.017665,-0.164543,-0.017823,-0.161637
3.300000,0.546580,0.336310,-0.018219,-0.171281,-0.018387,-0.168161
3.400000,0.563220,0.339480,-0.018774,-0.172896,-0.018952,-0.169650
3.500000,0.579910,0.356780,-0.019330,-0.181707,-0.019520,-0.178194
3.600000,0.596590,0.362840,-0.019886,-0.184793,-0.020087,-0.181118
3.700000,0.613270,0.374010,-0.020442,-0.190482,-0.020654,-0.186588
3.800000,0.629870,0.384340,-0.020996,-0.195743,-0.021219,-0.191633
3.900000,0.646520,0.396210,-0.021551,-0.201788,-0.021786,-0.197439
4.000000,0.663240,0.406840,-0.022108,-0.207202,-0.022356,-0.202621
4.100000,0.679910,0.411740,-0.022664,-0.209697,-0.022924,-0.204945
4.200000,0.696500,0.423170,-0.023217,-0.215519,-0.023490,-0.210515
4.300000,0.713220,0.431380,-0.023774,-0.219700,-0.024061,-0.214477
4.400000,0.729870,0.445210,-0.024329,-0.226744,-0.024630,-0.221227
4.500000,0.746610,0.457510,-0.024887,-0.233008,-0.025202,-0.227209
4.600000,0.763290,0.464000,-0.025443,-0.236313,-0.025772,-0.230301
4.700000,0.779930,0.472590,-0.025998,-0.240688,-0.026342,-0.234431
4.800000,0.796560,0.484960,-0.026552,-0.246988,-0.026911,-0.240430
4.900000,0.813280,0.496960,-0.027109,-0.253100,-0.027484,-0.246238
5.000000,0.829990,0.507230,-0.027666,-0.258330,-0.028056,-0.251183
5.100000,0.846560,0.520900,-0.028219,-0.265292,-0.028624,-0.257806
5.200000,0.863190,0.530430,-0.028773,-0.270146,-0.029195,-0.262373
5.300000,0.879920,0.543330,-0.029331,-0.276716,-0.029769,-0.268599
5.400000,0.896580,0.548570,-0.029886,-0.279384,-0.030342,-0.271035
5.500000,0.913210,0.562730,-0.030440,-0.286596,-0.030913,-0.277872
5.600000,0.929910,0.573290,-0.030997,-0.291974,-0.031488,-0.282924
5.700000,0.946580,0.580980,-0.031553,-0.295891,-0.032061,-0.286555
5.800000,0.963250,0.588460,-0.032108,-0.299700,-0.032635,-0.290077
5.900000,0.979940,0.604120,-0.032665,-0.307676,-0.033210,-0.297626
6.000000,0.996590,0.605740,-0.033220,-0.308501,-0.033784,-0.298253
6.100000,1.013260,0.624260,-0.033775,-0.317933,-0.034359,-0.307195
6.200000,1.029950,0.635810,-0.034332,-0.323815,-0.034935,-0.312698
6.300000,1.046640,0.644220,-0.034888,-0.328099,-0.035511,-0.316652
6.400000,1.063240,0.651520,-0.035441,-0.331816,-0.036085,-0.320056
6.500000,1.079890,0.668850,-0.035996,-0.340643,-0.036660,-0.328381
6.600000,1.096590,0.675110,-0.036553,-0.343831,-0.037238,-0.331263
6.700000,1.113270,0.688940,-0.037109,-0.350874,-0.037815,-0.337854
6.800000,1.129860,0.697440,-0.037662,-0.355203,-0.038390,-0.341826
6.900000,1.146540,0.702990,-0.038218,-0.358030,-0.038967,-0.344347
7.000000,1.163270,0.719070,-0.038776,-0.366219,-0.039547,-0.352019
7.100000,1.179920,0.726790,-0.039331,-0.370151,-0.040125,-0.355593
7.200000,1.196620,0.737660,-0.039887,-0.375687,-0.040705,-0.360702
7.300000,1.213250,0.750600,-0.040442,-0.382277,-0.041282,-0.366818
7.400000,1.229880,0.763250,-0.040996,-0.388720,-0.041860,-0.372784
7.500000,1.246560,0.769940,-0.041552,-0.392127,-0.042440,-0.375834
7.600000,1.263290,0.783850,-0.042110,-0.399212,-0.043022,-0.382401
7.700000,1.279900,0.795730,-0.042663,-0.405262,-0.043600,-0.387972
7.800000,1.296530,0.811990,-0.043218,-0.413543,-0.044179,-0.395671
7.900000,1.313250,0.811610,-0.043775,-0.413350,-0.044762,-0.395255
8.000000,1.329930,0.828250,-0.044331,-0.421824,-0.045344,-0.403124
8.100000,1.346570,0.838100,-0.044886,-0.426841,-0.045924,-0.407682
8.200000,1.363240,0.850070,-0.045441,-0.432937,-0.046506,-0.413264
