EF10_75T_B_sample_5
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 1kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,0.000640,-0.000000,-0.000326,0.000000,-0.000326
0.100000,0.007160,0.013040,-0.000239,-0.006641,-0.000239,-0.006640
0.200000,0.028050,0.019870,-0.000935,-0.010120,-0.000935,-0.010110
0.300000,0.046320,0.032920,-0.001544,-0.016766,-0.001545,-0.016740
0.400000,0.063250,0.045920,-0.002108,-0.023387,-0.002111,-0.023338
0.500000,0.080010,0.051070,-0.002667,-0.026010,-0.002671,-0.025940
0.600000,0.096730,0.065340,-0.003224,-0.033277,-0.003230,-0.033170
0.700000,0.113360,0.073270,-0.003779,-0.037316,-0.003786,-0.037175
0.800000,0.130020,0.083360,-0.004334,-0.042455,-0.004343,-0.042271
0.900000,0.146690,0.090040,-0.004890,-0.045857,-0.004902,-0.045633
1.000000,0.163380,0.097610,-0.005446,-0.049712,-0.005461,-0.049442
1.100000,0.180010,0.107450,-0.006000,-0.054724,-0.006018,-0.054395
1.200000,0.196680,0.122290,-0.006556,-0.062282,-0.006578,-0.061873
1.300000,0.213380,0.128530,-0.007113,-0.065460,-0.007138,-0.064994
1.400000,0.230020,0.136640,-0.007667,-0.069590,-0.007697,-0.069057
1.500000,0.246640,0.148930,-0.008221,-0.075849,-0.008255,-0.075226
1.600000,0.263260,0.156210,-0.008775,-0.079557,-0.008814,-0.078859
1.700000,0.279940,0.171550,-0.009331,-0.087370,-0.009375,-0.086554
1.800000,0.296680,0.174540,-0.009889,-0.088892,-0.009939,-0.088013
1.900000,0.313310,0.192150,-0.010444,-0.097861,-0.010499,-0.096839
2.000000,0.329950,0.191720,-0.010998,-0.097642,-0.011059,-0.096568
2.100000,0.346580,0.204750,-0.011553,-0.104278,-0.011620,-0.103074
2.200000,0.363300,0.210300,-0.012110,-0.107105,-0.012184,-0.105808
2.300000,0.379990,0.214830,-0.012666,-0.109412,-0.012747,-0.108026
2.400000,0.396640,0.225350,-0.013221,-0.114770,-0.013310,-0.113252
2.500000,0.413240,0.234290,-0.013775,-0.119323,-0.013870,-0.117679
2.600000,0.429940,0.245430,-0.014331,-0.124996,-0.014435,-0.123205
2.700000,0.446610,0.257800,-0.014887,-0.131296,-0.014999,-0.129342
2.800000,0.463270,0.262330,-0.015442,-0.133604,-0.015563,-0.131540
2.900000,0.479920,0.270040,-0.015997,-0.137530,-0.016127,-0.135330
3.000000,0.496590,0.272960,-0.016553,-0.139017,-0.016692,-0.136716
3.100000,0.513240,0.291320,-0.017108,-0.148368,-0.017256,-0.145830
3.200000,0.529940,0.301310,-0.017665,-0.153456,-0.017823,-0.150745
3.300000,0.546590,0.313940,-0.018220,-0.159888,-0.018388,-0.156975
3.400000,0.563240,0.319960,-0.018775,-0.162954,-0.018953,-0.159895
3.500000,0.579920,0.331160,-0.019331,-0.168658,-0.019520,-0.165398
3.600000,0.596600,0.341730,-0.019887,-0.174042,-0.020087,-0.170581
3.700000,0.613260,0.353980,-0.020442,-0.180281,-0.020654,-0.176595
3.800000,0.629860,0.356800,-0.020995,-0.181717,-0.021219,-0.177902
3.900000,0.646540,0.369040,-0.021551,-0.187951,-0.021787,-0.183900
4.000000,0.663240,0.376640,-0.022108,-0.191821,-0.022356,-0.187580
4.100000,0.679910,0.381870,-0.022664,-0.194485,-0.022924,-0.190077
4.200000,0.696510,0.397390,-0.023217,-0.202389,-0.023491,-0.197690
4.300000,0.713200,0.409130,-0.023773,-0.208368,-0.024060,-0.203415
4.400000,0.729870,0.421570,-0.024329,-0.214704,-0.024630,-0.209480
4.500000,0.746600,0.422000,-0.024887,-0.214923,-0.025202,-0.209574
4.600000,0.763270,0.434670,-0.025442,-0.221376,-0.025772,-0.215743
4.700000,0.779930,0.442920,-0.025998,-0.225577,-0.026342,-0.219713
4.800000,0.796560,0.451130,-0.026552,-0.229759,-0.026911,-0.223658
4.900000,0.813260,0.463640,-0.027109,-0.236130,-0.027483,-0.229729
5.000000,0.829990,0.475790,-0.027666,-0.242318,-0.028056,-0.235614
5.100000,0.846560,0.488170,-0.028219,-0.248623,-0.028624,-0.241607
5.200000,0.863210,0.496410,-0.028774,-0.252820,-0.029196,-0.245545
5.300000,0.879930,0.510060,-0.029331,-0.259771,-0.029770,-0.252152
5.400000,0.896580,0.516710,-0.029886,-0.263158,-0.030342,-0.255293
5.500000,0.913220,0.521250,-0.030441,-0.265470,-0.030914,-0.257389
5.600000,0.929920,0.537680,-0.030997,-0.273838,-0.031488,-0.265350
5.700000,0.946600,0.550580,-0.031553,-0.280408,-0.032062,-0.271560
5.800000,0.963260,0.558460,-0.032109,-0.284421,-0.032635,-0.275289
5.900000,0.979940,0.573080,-0.032665,-0.291867,-0.033210,-0.282334
6.000000,0.996580,0.581030,-0.033219,-0.295916,-0.033784,-0.286086
6.100000,1.013260,0.592270,-0.033775,-0.301641,-0.034359,-0.291453
6.200000,1.029940,0.600560,-0.034331,-0.305863,-0.034934,-0.295362
6.300000,1.046640,0.613910,-0.034888,-0.312662,-0.035511,-0.301754
6.400000,1.063240,0.624740,-0.035441,-0.318177,-0.036085,-0.306901
6.500000,1.079890,0.635100,-0.035996,-0.323454,-0.036660,-0.311811
6.600000,1.096600,0.644240,-0.036553,-0.328109,-0.037238,-0.316115
6.700000,1.113270,0.655410,-0.037109,-0.333798,-0.037815,-0.321411
6.800000,1.129860,0.666260,-0.037662,-0.339323,-0.038390,-0.326544
6.900000,1.146540,0.678880,-0.038218,-0.345751,-0.038967,-0.332537
7.000000,1.163260,0.691210,-0.038775,-0.352030,-0.039547,-0.338380
