EF50_12_5T_B_sample_3
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 10kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,-0.006770,-0.000000,0.003448,0.000000,0.003448
0.100000,0.007420,0.000420,-0.000247,-0.000214,-0.000247,-0.000214
0.200000,0.028130,-0.012640,-0.000938,0.006437,-0.000938,0.006431
0.300000,0.046360,-0.011300,-0.001545,0.005755,-0.001547,0.005746
0.400000,0.063280,-0.009380,-0.002109,0.004777,-0.002112,0.004767
0.500000,0.079980,-0.019120,-0.002666,0.009738,-0.002670,0.009712
0.600000,0.096630,-0.013000,-0.003221,0.006621,-0.003226,0.006600
0.700000,0.113330,-0.008350,-0.003778,0.004253,-0.003785,0.004237
0.800000,0.130030,-0.000920,-0.004334,0.000469,-0.004344,0.000467
0.900000,0.146680,0.023410,-0.004889,-0.011923,-0.004901,-0.011864
1.000000,0.163260,0.055730,-0.005442,-0.028383,-0.005457,-0.028229
1.100000,0.179970,0.093860,-0.005999,-0.047803,-0.006017,-0.047516
1.200000,0.196710,0.133460,-0.006557,-0.067971,-0.006579,-0.067525
1.300000,0.213290,0.189390,-0.007110,-0.096456,-0.007135,-0.095770
1.400000,0.229940,0.243160,-0.007665,-0.123840,-0.007694,-0.122891
1.500000,0.246620,0.320580,-0.008221,-0.163270,-0.008255,-0.161928
1.600000,0.263360,0.389790,-0.008779,-0.198518,-0.008817,-0.196776
1.700000,0.280000,0.469290,-0.009333,-0.239007,-0.009377,-0.236777
1.800000,0.296670,0.547650,-0.009889,-0.278916,-0.009938,-0.276158
1.900000,0.313260,0.628300,-0.010442,-0.319991,-0.010497,-0.316649
2.000000,0.329920,0.716640,-0.010997,-0.364982,-0.011058,-0.360968
2.100000,0.346620,0.811150,-0.011554,-0.413115,-0.011621,-0.408342
2.200000,0.363300,0.900990,-0.012110,-0.458870,-0.012184,-0.453314
