EF50_37_5T_A_sample_1
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 10kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,0.007560,-0.000000,-0.003850,0.000000,-0.003850
0.100000,0.006390,0.009410,-0.000213,-0.004792,-0.000213,-0.004791
0.200000,0.026770,0.074730,-0.000892,-0.038060,-0.000893,-0.038026
0.300000,0.046160,0.041820,-0.001539,-0.021299,-0.001540,-0.021266
0.400000,0.063290,0.112610,-0.002110,-0.057352,-0.002112,-0.057231
0.500000,0.080100,0.122290,-0.002670,-0.062282,-0.002674,-0.062115
0.600000,0.096700,0.190370,-0.003223,-0.096955,-0.003229,-0.096642
0.700000,0.113380,0.201000,-0.003779,-0.102368,-0.003786,-0.101982
0.800000,0.130040,0.275400,-0.004335,-0.140260,-0.004344,-0.139652
0.900000,0.146660,0.296200,-0.004889,-0.150853,-0.004901,-0.150116
1.000000,0.163330,0.358850,-0.005444,-0.182761,-0.005459,-0.181766
1.100000,0.180000,0.429370,-0.006000,-0.218676,-0.006018,-0.217364
1.200000,0.196720,0.436810,-0.006557,-0.222466,-0.006579,-0.221007
1.300000,0.213420,0.479550,-0.007114,-0.244233,-0.007139,-0.242495
1.400000,0.230050,0.556300,-0.007668,-0.283321,-0.007698,-0.281149
1.500000,0.246640,0.584500,-0.008221,-0.297683,-0.008255,-0.295236
1.600000,0.263330,0.662300,-0.008778,-0.337307,-0.008816,-0.334346
1.700000,0.280010,0.787910,-0.009334,-0.401279,-0.009377,-0.397534
1.800000,0.296670,0.816480,-0.009889,-0.415830,-0.009938,-0.411718
1.900000,0.313300,0.893160,-0.010443,-0.454883,-0.010498,-0.450132
2.000000,0.329980,0.958040,-0.010999,-0.487926,-0.011060,-0.482559
2.100000,0.346650,1.036220,-0.011555,-0.527743,-0.011622,-0.521644
2.200000,0.363310,1.090010,-0.012110,-0.555138,-0.012184,-0.548415
2.300000,0.379930,1.187120,-0.012664,-0.604595,-0.012745,-0.596938
2.400000,0.396540,1.243900,-0.013218,-0.633513,-0.013306,-0.625139
2.500000,0.413210,1.345200,-0.013774,-0.685105,-0.013869,-0.675668
2.600000,0.429930,1.421810,-0.014331,-0.724122,-0.014435,-0.713744
2.700000,0.446640,1.528670,-0.014888,-0.778545,-0.015000,-0.766954
2.800000,0.463230,1.557510,-0.015441,-0.793233,-0.015561,-0.780985
2.900000,0.479910,1.660920,-0.015997,-0.845900,-0.016126,-0.832368
3.000000,0.496620,1.723670,-0.016554,-0.877858,-0.016693,-0.863326
3.100000,0.513310,1.785850,-0.017110,-0.909526,-0.017258,-0.893964
3.200000,0.529930,1.888480,-0.017664,-0.961795,-0.017822,-0.944805
3.300000,0.546620,1.956270,-0.018221,-0.996320,-0.018389,-0.978167
3.400000,0.563340,2.038410,-0.018778,-1.038154,-0.018957,-1.018659
3.500000,0.579990,2.138790,-0.019333,-1.089277,-0.019522,-1.068218
3.600000,0.596650,2.187960,-0.019888,-1.114319,-0.020089,-1.092157
3.700000,0.613260,2.306380,-0.020442,-1.174630,-0.020654,-1.150618
3.800000,0.629970,2.353670,-0.020999,-1.198714,-0.021223,-1.173542
3.900000,0.646640,2.440110,-0.021555,-1.242738,-0.021790,-1.215951
4.000000,0.663350,2.505420,-0.022112,-1.276000,-0.022360,-1.247785
4.100000,0.679930,2.608300,-0.022664,-1.328396,-0.022925,-1.298289
4.200000,0.696570,2.718210,-0.023219,-1.384373,-0.023493,-1.352229
4.300000,0.713230,2.770950,-0.023774,-1.411233,-0.024062,-1.377682
4.400000,0.729870,2.845640,-0.024329,-1.449273,-0.024630,-1.414013
4.500000,0.746540,2.941250,-0.024885,-1.497966,-0.025200,-1.460690
4.600000,0.763150,3.017120,-0.025438,-1.536607,-0.025767,-1.497518
4.700000,0.779930,3.123140,-0.025998,-1.590602,-0.026342,-1.549250
4.800000,0.796630,3.188810,-0.026554,-1.624048,-0.026913,-1.580922
4.900000,0.813250,3.259870,-0.027108,-1.660238,-0.027483,-1.615232
5.000000,0.829900,3.367780,-0.027663,-1.715196,-0.028053,-1.667748
5.100000,0.846570,3.470100,-0.028219,-1.767307,-0.028625,-1.717436
5.200000,0.863240,3.498560,-0.028775,-1.781802,-0.029197,-1.730531
5.300000,0.879940,3.576680,-0.029331,-1.821588,-0.029770,-1.768159
5.400000,0.896610,3.687710,-0.029887,-1.878135,-0.030343,-1.822003
5.500000,0.913270,3.784890,-0.030442,-1.927629,-0.030915,-1.868947
5.600000,0.929980,3.857800,-0.030999,-1.964761,-0.031490,-1.903855
5.700000,0.946630,3.922270,-0.031554,-1.997596,-0.032063,-1.934563
5.800000,0.963240,4.040410,-0.032108,-2.057764,-0.032635,-1.991693
5.900000,0.979860,4.120870,-0.032662,-2.098742,-0.033207,-2.030193
6.000000,0.996590,4.151590,-0.033220,-2.114387,-0.033784,-2.044148
6.100000,1.013270,4.254230,-0.033776,-2.166662,-0.034359,-2.093481
6.200000,1.029910,4.363280,-0.034330,-2.222200,-0.034933,-2.145911
6.300000,1.046540,4.470800,-0.034885,-2.276960,-0.035508,-2.197529
6.400000,1.063180,4.573740,-0.035439,-2.329387,-0.036083,-2.246835
6.500000,1.079910,4.631330,-0.035997,-2.358717,-0.036661,-2.273810
6.600000,1.096600,4.715350,-0.036553,-2.401508,-0.037238,-2.313725
6.700000,1.113220,4.823510,-0.037107,-2.456593,-0.037813,-2.365436
6.800000,1.129870,4.854420,-0.037662,-2.472336,-0.038390,-2.379222
6.900000,1.146570,4.999000,-0.038219,-2.545970,-0.038969,-2.448665
7.000000,1.163290,5.072250,-0.038776,-2.583276,-0.039548,-2.483106
7.100000,1.179960,5.157890,-0.039332,-2.626892,-0.040126,-2.523571
7.200000,1.196580,5.224100,-0.039886,-2.660612,-0.040703,-2.554491
7.300000,1.213290,5.325590,-0.040443,-2.712301,-0.041284,-2.602607
7.400000,1.229970,5.438660,-0.040999,-2.769887,-0.041863,-2.656324
7.500000,1.246620,5.514080,-0.041554,-2.808298,-0.042442,-2.691602
7.600000,1.263260,5.586100,-0.042109,-2.844977,-0.043021,-2.725179
7.700000,1.279970,5.691860,-0.042666,-2.898840,-0.043603,-2.775160
7.800000,1.296600,5.752210,-0.043220,-2.929576,-0.044182,-2.802960
7.900000,1.313270,5.865910,-0.043776,-2.987483,-0.044763,-2.856704
8.000000,1.329910,5.929720,-0.044330,-3.019982,-0.045343,-2.886105
8.100000,1.346580,6.054810,-0.044886,-3.083689,-0.045925,-2.945275
8.200000,1.363300,6.098320,-0.045443,-3.105849,-0.046508,-2.964709
8.300000,1.380020,6.260200,-0.046001,-3.188294,-0.047092,-3.041630
8.400000,1.396600,6.321210,-0.046553,-3.219366,-0.047672,-3.069494
8.500000,1.413200,6.393890,-0.047107,-3.256381,-0.048252,-3.102984
8.600000,1.429900,6.492660,-0.047663,-3.306685,-0.048837,-3.149077
8.700000,1.446630,6.585480,-0.048221,-3.353957,-0.049422,-3.192226
8.800000,1.463240,6.642300,-0.048775,-3.382896,-0.050004,-3.217896
8.900000,1.479880,6.727500,-0.049329,-3.426288,-0.050588,-3.257271
9.000000,1.496570,6.856610,-0.049886,-3.492043,-0.051173,-3.317840
9.100000,1.513210,6.943930,-0.050440,-3.536515,-0.051757,-3.358132
9.200000,1.529920,7.029620,-0.050997,-3.580156,-0.052344,-3.397578
9.300000,1.546550,7.113970,-0.051552,-3.623115,-0.052928,-3.436338
9.400000,1.563180,7.216260,-0.052106,-3.675211,-0.053513,-3.483710
9.500000,1.579890,7.274130,-0.052663,-3.704684,-0.054100,-3.509584
9.600000,1.596580,7.345670,-0.053219,-3.741119,-0.054688,-3.542019
9.700000,1.613240,7.455300,-0.053775,-3.796953,-0.055275,-3.592773
9.800000,1.629860,7.539110,-0.054329,-3.839637,-0.055860,-3.631035
9.900000,1.646550,7.641460,-0.054885,-3.891764,-0.056449,-3.678164
10.000000,1.663250,7.729910,-0.055442,-3.936811,-0.057038,-3.718547
10.100000,1.679920,7.815080,-0.055997,-3.980188,-0.057626,-3.757308
10.200000,1.696540,7.929310,-0.056551,-4.038364,-0.058213,-3.809990
10.300000,1.713230,7.971840,-0.057108,-4.060025,-0.058803,-3.828166
10.400000,1.729910,8.096290,-0.057664,-4.123407,-0.059393,-3.885636
10.500000,1.746630,8.212110,-0.058221,-4.182393,-0.059985,-3.938890
10.600000,1.763240,8.248440,-0.058775,-4.200896,-0.060573,-3.953990
10.700000,1.779860,8.333500,-0.059329,-4.244217,-0.061161,-3.992413
10.800000,1.796540,8.457080,-0.059885,-4.307155,-0.061753,-4.049223
10.900000,1.813270,8.517590,-0.060442,-4.337973,-0.062346,-4.075776
11.000000,1.829920,8.658970,-0.060997,-4.409977,-0.062937,-4.140980
11.100000,1.846530,8.734850,-0.061551,-4.448623,-0.063527,-4.174805
11.200000,1.863260,8.812810,-0.062109,-4.488327,-0.064121,-4.209563
11.300000,1.879920,8.921440,-0.062664,-4.543652,-0.064713,-4.258929
11.400000,1.896600,8.988430,-0.063220,-4.577770,-0.065307,-4.288363
