EF30_12_5T_A_sample_4
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 10kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,-0.014250,-0.000000,0.007257,0.000000,0.007257
0.100000,0.007630,0.011670,-0.000254,-0.005943,-0.000254,-0.005942
0.200000,0.027960,0.100950,-0.000932,-0.051413,-0.000932,-0.051365
0.300000,0.046330,0.113960,-0.001544,-0.058039,-0.001546,-0.057950
0.400000,0.063290,0.146570,-0.002110,-0.074647,-0.002112,-0.074490
0.500000,0.079980,0.268640,-0.002666,-0.136817,-0.002670,-0.136452
0.600000,0.096630,0.283930,-0.003221,-0.144604,-0.003226,-0.144139
0.700000,0.113270,0.353690,-0.003776,-0.180133,-0.003783,-0.179453
0.800000,0.129990,0.387600,-0.004333,-0.197403,-0.004342,-0.196548
0.900000,0.146610,0.459180,-0.004887,-0.233858,-0.004899,-0.232716
1.000000,0.163270,0.505470,-0.005442,-0.257434,-0.005457,-0.256033
1.100000,0.180010,0.628980,-0.006000,-0.320337,-0.006018,-0.318415
1.200000,0.196690,0.661840,-0.006556,-0.337072,-0.006578,-0.334862
1.300000,0.213320,0.743000,-0.007111,-0.378407,-0.007136,-0.375716
1.400000,0.229910,0.824780,-0.007664,-0.420057,-0.007693,-0.416838
1.500000,0.246650,0.871020,-0.008222,-0.443607,-0.008256,-0.439960
1.600000,0.263340,0.963110,-0.008778,-0.490508,-0.008817,-0.486202
1.700000,0.279960,1.059790,-0.009332,-0.539747,-0.009376,-0.534710
1.800000,0.296600,1.081940,-0.009887,-0.551028,-0.009936,-0.545580
1.900000,0.313270,1.183790,-0.010442,-0.602899,-0.010497,-0.596604
2.000000,0.329920,1.199750,-0.010997,-0.611028,-0.011058,-0.604308
2.100000,0.346620,1.309500,-0.011554,-0.666923,-0.011621,-0.659217
2.200000,0.363270,1.356710,-0.012109,-0.690967,-0.012183,-0.682600
2.300000,0.379860,1.423720,-0.012662,-0.725095,-0.012743,-0.715913
2.400000,0.396560,1.533650,-0.013219,-0.781082,-0.013307,-0.770757
2.500000,0.413290,1.618080,-0.013776,-0.824081,-0.013872,-0.812729
2.600000,0.430030,1.648660,-0.014334,-0.839656,-0.014438,-0.827620
2.700000,0.446560,1.715360,-0.014885,-0.873626,-0.014997,-0.860621
2.800000,0.463280,1.784450,-0.015443,-0.908813,-0.015563,-0.894778
2.900000,0.479950,1.884700,-0.015998,-0.959870,-0.016128,-0.944514
3.000000,0.496650,1.959990,-0.016555,-0.998215,-0.016694,-0.981689
3.100000,0.513230,2.023900,-0.017108,-1.030764,-0.017256,-1.013130
3.200000,0.529910,2.095240,-0.017664,-1.067097,-0.017822,-1.048248
3.300000,0.546580,2.189390,-0.018219,-1.115047,-0.018387,-1.094732
3.400000,0.563250,2.264200,-0.018775,-1.153148,-0.018953,-1.131497
3.500000,0.579940,2.323910,-0.019331,-1.183558,-0.019521,-1.160678
3.600000,0.596510,2.397940,-0.019884,-1.221261,-0.020084,-1.196978
3.700000,0.613220,2.491110,-0.020441,-1.268712,-0.020652,-1.242779
3.800000,0.629940,2.585150,-0.020998,-1.316606,-0.021222,-1.288960
3.900000,0.646650,2.622370,-0.021555,-1.335562,-0.021791,-1.306774
4.000000,0.663230,2.709420,-0.022108,-1.379896,-0.022356,-1.349390
4.100000,0.679910,2.780750,-0.022664,-1.416224,-0.022924,-1.384128
4.200000,0.696600,2.900600,-0.023220,-1.477263,-0.023494,-1.442961
4.300000,0.713270,2.921350,-0.023776,-1.487831,-0.024063,-1.452457
4.400000,0.729900,3.042410,-0.024330,-1.549487,-0.024631,-1.511788
4.500000,0.746560,3.092340,-0.024885,-1.574916,-0.025200,-1.535724
4.600000,0.763250,3.173690,-0.025442,-1.616347,-0.025771,-1.575224
4.700000,0.779960,3.248850,-0.025999,-1.654626,-0.026343,-1.611608
4.800000,0.796640,3.349510,-0.026555,-1.705891,-0.026914,-1.660592
4.900000,0.813260,3.387060,-0.027109,-1.725015,-0.027483,-1.678253
5.000000,0.829900,3.491960,-0.027663,-1.778441,-0.028053,-1.729243
5.100000,0.846600,3.604980,-0.028220,-1.836001,-0.028626,-1.784189
5.200000,0.863280,3.654050,-0.028776,-1.860992,-0.029198,-1.807440
5.300000,0.879870,3.756190,-0.029329,-1.913012,-0.029768,-1.856905
5.400000,0.896500,3.808720,-0.029883,-1.939765,-0.030339,-1.881799
5.500000,0.913230,3.870740,-0.030441,-1.971352,-0.030914,-1.911342
5.600000,0.929890,3.971620,-0.030996,-2.022729,-0.031487,-1.960032
5.700000,0.946540,4.045610,-0.031551,-2.060412,-0.032060,-1.995404
5.800000,0.963210,4.097210,-0.032107,-2.086692,-0.032634,-2.019695
5.900000,0.979910,4.209890,-0.032664,-2.144079,-0.033209,-2.074046
6.000000,0.996590,4.276860,-0.033220,-2.178187,-0.033784,-2.105828
6.100000,1.013270,4.350150,-0.033776,-2.215513,-0.034359,-2.140683
6.200000,1.029910,4.410910,-0.034330,-2.246458,-0.034933,-2.169336
6.300000,1.046590,4.534220,-0.034886,-2.309259,-0.035509,-2.228698
6.400000,1.063260,4.610050,-0.035442,-2.347879,-0.036085,-2.264666
6.500000,1.079950,4.678510,-0.035998,-2.382746,-0.036662,-2.296971
6.600000,1.096580,4.736580,-0.036553,-2.412320,-0.037237,-2.324144
6.700000,1.113250,4.855330,-0.037108,-2.472799,-0.037814,-2.381038
6.800000,1.129980,4.910970,-0.037666,-2.501136,-0.038394,-2.406929
6.900000,1.146650,4.981200,-0.038222,-2.536904,-0.038971,-2.439940
7.000000,1.163300,5.059220,-0.038777,-2.576640,-0.039549,-2.476726
7.100000,1.179880,5.139070,-0.039329,-2.617307,-0.040124,-2.514370
7.200000,1.196580,5.234170,-0.039886,-2.665741,-0.040703,-2.559415
7.300000,1.213270,5.280920,-0.040442,-2.689550,-0.041283,-2.580779
7.400000,1.230000,5.411310,-0.041000,-2.755958,-0.041864,-2.642963
7.500000,1.246550,5.447580,-0.041552,-2.774430,-0.042440,-2.659148
7.600000,1.263190,5.548080,-0.042106,-2.825614,-0.043019,-2.706638
7.700000,1.279940,5.650810,-0.042665,-2.877934,-0.043602,-2.755148
7.800000,1.296590,5.714830,-0.043220,-2.910539,-0.044181,-2.784746
7.900000,1.313220,5.798360,-0.043774,-2.953080,-0.044761,-2.823812
8.000000,1.329910,5.845950,-0.044330,-2.977318,-0.045343,-2.845332
8.100000,1.346610,5.898840,-0.044887,-3.004255,-0.045926,-2.869403
8.200000,1.363290,6.015120,-0.045443,-3.063475,-0.046508,-2.924262
8.300000,1.379950,6.115000,-0.045998,-3.114344,-0.047090,-2.971089
