EF30_12_5T_A_sample_2
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 10kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,-0.012750,-0.000000,0.006494,0.000000,0.006494
0.100000,0.007030,0.019900,-0.000234,-0.010135,-0.000234,-0.010133
0.200000,0.027570,0.094190,-0.000919,-0.047971,-0.000919,-0.047926
0.300000,0.046280,0.164640,-0.001543,-0.083850,-0.001544,-0.083721
0.400000,0.063310,0.233220,-0.002110,-0.118778,-0.002113,-0.118527
0.500000,0.080020,0.345020,-0.002667,-0.175717,-0.002671,-0.175249
0.600000,0.096660,0.348900,-0.003222,-0.177693,-0.003227,-0.177121
0.700000,0.113300,0.422860,-0.003777,-0.215361,-0.003784,-0.214547
0.800000,0.130020,0.477230,-0.004334,-0.243051,-0.004343,-0.241998
0.900000,0.146650,0.553640,-0.004888,-0.281967,-0.004900,-0.280588
1.000000,0.163310,0.584570,-0.005444,-0.297719,-0.005459,-0.296098
1.100000,0.180020,0.676430,-0.006001,-0.344503,-0.006019,-0.342436
1.200000,0.196700,0.731590,-0.006557,-0.372596,-0.006578,-0.370153
1.300000,0.213340,0.825950,-0.007111,-0.420653,-0.007137,-0.417661
1.400000,0.229900,0.867980,-0.007663,-0.442059,-0.007693,-0.438671
1.500000,0.246650,0.955130,-0.008222,-0.486444,-0.008256,-0.482444
1.600000,0.263350,1.006760,-0.008778,-0.512739,-0.008817,-0.508238
1.700000,0.279970,1.067600,-0.009332,-0.543724,-0.009376,-0.538650
1.800000,0.296610,1.126810,-0.009887,-0.573880,-0.009936,-0.568206
1.900000,0.313270,1.209610,-0.010442,-0.616049,-0.010497,-0.609616
2.000000,0.329930,1.296410,-0.010998,-0.660256,-0.011059,-0.652995
2.100000,0.346630,1.353850,-0.011554,-0.689510,-0.011622,-0.681543
2.200000,0.363270,1.397400,-0.012109,-0.711690,-0.012183,-0.703072
2.300000,0.379870,1.508870,-0.012662,-0.768461,-0.012743,-0.758731
2.400000,0.396550,1.582190,-0.013218,-0.805803,-0.013306,-0.795151
2.500000,0.413290,1.614640,-0.013776,-0.822329,-0.013872,-0.811001
2.600000,0.430010,1.718260,-0.014334,-0.875103,-0.014437,-0.862559
2.700000,0.446570,1.772720,-0.014886,-0.902839,-0.014998,-0.889400
2.800000,0.463290,1.852540,-0.015443,-0.943491,-0.015563,-0.928921
2.900000,0.479960,1.952490,-0.015999,-0.994395,-0.016128,-0.978486
3.000000,0.496630,1.988920,-0.016554,-1.012949,-0.016693,-0.996180
3.100000,0.513240,2.096520,-0.017108,-1.067749,-0.017256,-1.049482
3.200000,0.529930,2.145020,-0.017664,-1.092450,-0.017822,-1.073152
3.300000,0.546580,2.237440,-0.018219,-1.139519,-0.018387,-1.118758
3.400000,0.563260,2.274080,-0.018775,-1.158179,-0.018954,-1.136434
3.500000,0.579950,2.356520,-0.019332,-1.200166,-0.019521,-1.176965
3.600000,0.596530,2.456260,-0.019884,-1.250963,-0.020085,-1.226088
3.700000,0.613230,2.540260,-0.020441,-1.293744,-0.020653,-1.267298
3.800000,0.629940,2.608230,-0.020998,-1.328361,-0.021222,-1.300468
3.900000,0.646650,2.686530,-0.021555,-1.368238,-0.021791,-1.338746
4.000000,0.663230,2.752300,-0.022108,-1.401735,-0.022356,-1.370746
4.100000,0.679900,2.851490,-0.022663,-1.452252,-0.022924,-1.419339
4.200000,0.696590,2.927310,-0.023220,-1.490867,-0.023493,-1.456249
4.300000,0.713260,2.974470,-0.023775,-1.514885,-0.024063,-1.478868
4.400000,0.729890,3.063370,-0.024330,-1.560162,-0.024631,-1.522203
4.500000,0.746560,3.147900,-0.024885,-1.603212,-0.025200,-1.563316
4.600000,0.763240,3.186280,-0.025441,-1.622759,-0.025771,-1.581474
4.700000,0.779950,3.300490,-0.025998,-1.680926,-0.026342,-1.637224
4.800000,0.796620,3.372870,-0.026554,-1.717789,-0.026913,-1.672174
4.900000,0.813240,3.432610,-0.027108,-1.748214,-0.027482,-1.700823
5.000000,0.829860,3.518670,-0.027662,-1.792044,-0.028052,-1.742472
5.100000,0.846570,3.615220,-0.028219,-1.841216,-0.028625,-1.789259
5.200000,0.863240,3.701390,-0.028775,-1.885102,-0.029197,-1.830859
5.300000,0.879830,3.769460,-0.029328,-1.919770,-0.029766,-1.863468
5.400000,0.896520,3.840120,-0.029884,-1.955757,-0.030340,-1.897311
5.500000,0.913250,3.905820,-0.030442,-1.989218,-0.030915,-1.928663
5.600000,0.929930,4.023140,-0.030998,-2.048968,-0.031488,-1.985455
5.700000,0.946590,4.045980,-0.031553,-2.060601,-0.032062,-1.995583
5.800000,0.963270,4.163600,-0.032109,-2.120504,-0.032636,-2.052417
5.900000,0.979970,4.239180,-0.032666,-2.158997,-0.033211,-2.088472
6.000000,0.996650,4.326250,-0.033222,-2.203341,-0.033786,-2.130142
6.100000,1.013300,4.370940,-0.033777,-2.226101,-0.034360,-2.150911
6.200000,1.029930,4.476420,-0.034331,-2.279822,-0.034934,-2.201553
6.300000,1.046610,4.530330,-0.034887,-2.307278,-0.035510,-2.226784
6.400000,1.063290,4.614210,-0.035443,-2.349998,-0.036086,-2.266707
6.500000,1.079980,4.713110,-0.035999,-2.400367,-0.036663,-2.313956
6.600000,1.096570,4.830790,-0.036552,-2.460301,-0.037237,-2.370371
6.700000,1.113230,4.894590,-0.037108,-2.492794,-0.037814,-2.400292
6.800000,1.129960,4.940900,-0.037665,-2.516380,-0.038393,-2.421599
6.900000,1.146620,5.054590,-0.038221,-2.574282,-0.038970,-2.475891
7.000000,1.163280,5.100250,-0.038776,-2.597536,-0.039548,-2.496814
7.100000,1.179870,5.178820,-0.039329,-2.637551,-0.040123,-2.533819
7.200000,1.196560,5.235300,-0.039885,-2.666316,-0.040703,-2.559969
7.300000,1.213250,5.322300,-0.040442,-2.710625,-0.041282,-2.601003
7.400000,1.230000,5.386650,-0.041000,-2.743398,-0.041864,-2.630919
7.500000,1.246550,5.498220,-0.041552,-2.800220,-0.042440,-2.683867
7.600000,1.263180,5.563690,-0.042106,-2.833564,-0.043018,-2.714254
7.700000,1.279930,5.688250,-0.042664,-2.897002,-0.043601,-2.773403
7.800000,1.296590,5.749600,-0.043220,-2.928247,-0.044181,-2.801689
7.900000,1.313230,5.808980,-0.043774,-2.958489,-0.044761,-2.828983
8.000000,1.329910,5.900710,-0.044330,-3.005207,-0.045343,-2.871985
8.100000,1.346600,5.990380,-0.044887,-3.050875,-0.045925,-2.913932
8.200000,1.363300,6.077460,-0.045443,-3.095225,-0.046508,-2.954568
8.300000,1.379940,6.115110,-0.045998,-3.114400,-0.047090,-2.971144
8.400000,1.396590,6.217900,-0.046553,-3.166750,-0.047671,-3.019329
8.500000,1.413280,6.291020,-0.047109,-3.203990,-0.048255,-3.053052
8.600000,1.429930,6.361890,-0.047664,-3.240084,-0.048838,-3.085648
8.700000,1.446610,6.439280,-0.048220,-3.279498,-0.049422,-3.121360
8.800000,1.463240,6.524000,-0.048775,-3.322646,-0.050004,-3.160585
8.900000,1.479850,6.577040,-0.049328,-3.349659,-0.050587,-3.184426
9.000000,1.496550,6.711420,-0.049885,-3.418098,-0.051172,-3.247586
9.100000,1.513220,6.760410,-0.050441,-3.443049,-0.051757,-3.269379
9.200000,1.529860,6.867010,-0.050995,-3.497339,-0.052342,-3.318991
9.300000,1.546510,6.932310,-0.051550,-3.530596,-0.052927,-3.348593
9.400000,1.563250,6.989770,-0.052108,-3.559861,-0.053515,-3.374362
9.500000,1.579950,7.092930,-0.052665,-3.612400,-0.054102,-3.422153
9.600000,1.596590,7.205410,-0.053220,-3.669685,-0.054688,-3.474386
9.700000,1.613220,7.240620,-0.053774,-3.687617,-0.055274,-3.489320
9.800000,1.629910,7.370600,-0.054330,-3.753816,-0.055862,-3.549870
9.900000,1.646600,7.388230,-0.054887,-3.762795,-0.056450,-3.556267
10.000000,1.663280,7.482360,-0.055443,-3.810735,-0.057039,-3.599457
10.100000,1.679920,7.585490,-0.055997,-3.863258,-0.057626,-3.646926
10.200000,1.696590,7.655620,-0.056553,-3.898975,-0.058215,-3.678477
10.300000,1.713270,7.692140,-0.057109,-3.917575,-0.058805,-3.693846
10.400000,1.729950,7.819640,-0.057665,-3.982510,-0.059394,-3.752859
10.500000,1.746590,7.875870,-0.058220,-4.011148,-0.059983,-3.777620
10.600000,1.763250,7.959950,-0.058775,-4.053969,-0.060573,-3.815697
10.700000,1.779980,8.082480,-0.059333,-4.116373,-0.061166,-3.872138
10.800000,1.796660,8.113110,-0.059889,-4.131973,-0.061757,-3.884515
10.900000,1.813300,8.236690,-0.060443,-4.194912,-0.062347,-3.941357
11.000000,1.829950,8.262090,-0.060998,-4.207848,-0.062938,-3.951176
11.100000,1.846600,8.366810,-0.061553,-4.261181,-0.063529,-3.998891
11.200000,1.863310,8.450410,-0.062110,-4.303758,-0.064123,-4.036451
11.300000,1.879930,8.546520,-0.062664,-4.352707,-0.064714,-4.079947
11.400000,1.896520,8.644080,-0.063217,-4.402394,-0.065304,-4.124086
11.500000,1.913210,8.720300,-0.063774,-4.441212,-0.065898,-4.157980
11.600000,1.929950,8.790200,-0.064332,-4.476812,-0.066494,-4.188811
11.700000,1.946650,8.880110,-0.064888,-4.522603,-0.067089,-4.229139
11.800000,1.963270,8.944480,-0.065442,-4.555386,-0.067682,-4.257271
11.900000,1.979850,9.015660,-0.065995,-4.591638,-0.068273,-4.288613
12.000000,1.996520,9.094730,-0.066551,-4.631908,-0.068869,-4.323651
12.100000,2.013280,9.196470,-0.067109,-4.683724,-0.069467,-4.369402
12.200000,2.029970,9.256670,-0.067666,-4.714383,-0.070064,-4.395381
12.300000,2.046590,9.342490,-0.068220,-4.758091,-0.070658,-4.433496
12.400000,2.063220,9.416600,-0.068774,-4.795835,-0.071253,-4.466006
12.500000,2.079900,9.489950,-0.069330,-4.833192,-0.071851,-4.498107
12.600000,2.096570,9.582790,-0.069886,-4.880475,-0.072448,-4.539400
12.700000,2.113230,9.642870,-0.070441,-4.911073,-0.073045,-4.565132
12.800000,2.129920,9.736080,-0.070997,-4.958545,-0.073644,-4.606501
12.900000,2.146570,9.801530,-0.071552,-4.991878,-0.074241,-4.634698
13.000000,2.163260,9.901810,-0.072109,-5.042950,-0.074841,-4.679310
13.100000,2.179900,10.000440,-0.072663,-5.093182,-0.075439,-4.723095
13.200000,2.196550,10.062360,-0.073218,-5.124718,-0.076037,-4.749495
13.300000,2.213220,10.149630,-0.073774,-5.169164,-0.076637,-4.787814
13.400000,2.229910,10.223560,-0.074330,-5.206816,-0.077238,-4.819792
13.500000,2.246540,10.330910,-0.074885,-5.261489,-0.077837,-4.867484
13.600000,2.263110,10.408580,-0.075437,-5.301046,-0.078434,-4.901151
13.700000,2.279880,10.493800,-0.075996,-5.344448,-0.079039,-4.938292
13.800000,2.296610,10.564910,-0.076554,-5.380664,-0.079643,-4.968755
13.900000,2.313290,10.656920,-0.077110,-5.427525,-0.080245,-5.009010
