EF10_62_5T_A_sample_2
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 1kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,0.004900,-0.000000,-0.002496,0.000000,-0.002496
0.100000,0.007330,0.020980,-0.000244,-0.010685,-0.000244,-0.010682
0.200000,0.028070,0.034750,-0.000936,-0.017698,-0.000936,-0.017681
0.300000,0.046360,0.047950,-0.001545,-0.024421,-0.001547,-0.024383
0.400000,0.063290,0.065180,-0.002110,-0.033196,-0.002112,-0.033126
0.500000,0.080040,0.079270,-0.002668,-0.040372,-0.002672,-0.040264
0.600000,0.096670,0.083640,-0.003222,-0.042598,-0.003228,-0.042460
0.700000,0.113340,0.098180,-0.003778,-0.050003,-0.003785,-0.049814
0.800000,0.130040,0.121260,-0.004335,-0.061757,-0.004344,-0.061490
0.900000,0.146730,0.127800,-0.004891,-0.065088,-0.004903,-0.064770
1.000000,0.163300,0.144240,-0.005443,-0.073461,-0.005458,-0.073061
1.100000,0.179990,0.156110,-0.006000,-0.079506,-0.006018,-0.079029
1.200000,0.196700,0.172770,-0.006557,-0.087991,-0.006578,-0.087414
1.300000,0.213330,0.186560,-0.007111,-0.095014,-0.007136,-0.094339
1.400000,0.229970,0.197730,-0.007666,-0.100703,-0.007695,-0.099931
1.500000,0.246630,0.213110,-0.008221,-0.108536,-0.008255,-0.107644
1.600000,0.263330,0.228360,-0.008778,-0.116303,-0.008816,-0.115282
1.700000,0.280000,0.231940,-0.009333,-0.118126,-0.009377,-0.117024
1.800000,0.296670,0.253890,-0.009889,-0.129305,-0.009938,-0.128026
1.900000,0.313250,0.259370,-0.010442,-0.132096,-0.010497,-0.130717
2.000000,0.329910,0.271720,-0.010997,-0.138386,-0.011058,-0.136864
2.100000,0.346630,0.294950,-0.011554,-0.150217,-0.011622,-0.148481
2.200000,0.363380,0.305560,-0.012113,-0.155620,-0.012187,-0.153735
2.300000,0.379960,0.314180,-0.012665,-0.160011,-0.012746,-0.157984
2.400000,0.396600,0.331430,-0.013220,-0.168796,-0.013308,-0.166564
2.500000,0.413290,0.339720,-0.013776,-0.173018,-0.013872,-0.170634
2.600000,0.429990,0.351240,-0.014333,-0.178885,-0.014437,-0.176321
2.700000,0.446600,0.370050,-0.014887,-0.188465,-0.014999,-0.185659
2.800000,0.463270,0.382040,-0.015442,-0.194571,-0.015563,-0.191567
2.900000,0.479920,0.394290,-0.015997,-0.200810,-0.016127,-0.197598
3.000000,0.496550,0.406400,-0.016552,-0.206978,-0.016690,-0.203552
3.100000,0.513240,0.415880,-0.017108,-0.211806,-0.017256,-0.208182
3.200000,0.529870,0.435650,-0.017662,-0.221875,-0.017820,-0.217956
3.300000,0.546510,0.448090,-0.018217,-0.228210,-0.018385,-0.224053
3.400000,0.563210,0.458510,-0.018774,-0.233517,-0.018952,-0.229133
3.500000,0.579950,0.471000,-0.019332,-0.239878,-0.019521,-0.235241
3.600000,0.596550,0.487310,-0.019885,-0.248185,-0.020085,-0.243250
3.700000,0.613200,0.488150,-0.020440,-0.248613,-0.020652,-0.243531
3.800000,0.629940,0.508860,-0.020998,-0.259160,-0.021222,-0.253718
3.900000,0.646620,0.529780,-0.021554,-0.269815,-0.021790,-0.263999
4.000000,0.663240,0.542860,-0.022108,-0.276476,-0.022356,-0.270364
4.100000,0.679860,0.554920,-0.022662,-0.282618,-0.022923,-0.276214
4.200000,0.696540,0.564800,-0.023218,-0.287650,-0.023492,-0.280972
4.300000,0.713210,0.584940,-0.023774,-0.297907,-0.024061,-0.290825
4.400000,0.729940,0.597200,-0.024331,-0.304151,-0.024632,-0.296751
4.500000,0.746590,0.609500,-0.024886,-0.310416,-0.025201,-0.302691
4.600000,0.763200,0.621560,-0.025440,-0.316558,-0.025769,-0.308505
4.700000,0.779870,0.638760,-0.025996,-0.325318,-0.026340,-0.316861
4.800000,0.796560,0.647230,-0.026552,-0.329632,-0.026911,-0.320879
4.900000,0.813230,0.668810,-0.027108,-0.340622,-0.027482,-0.331389
5.000000,0.829870,0.677290,-0.027662,-0.344941,-0.028052,-0.335399
5.100000,0.846560,0.692220,-0.028219,-0.352545,-0.028624,-0.342596
5.200000,0.863260,0.712830,-0.028775,-0.363041,-0.029197,-0.352595
5.300000,0.879920,0.715600,-0.029331,-0.364452,-0.029769,-0.353762
5.400000,0.896570,0.729100,-0.029886,-0.371328,-0.030341,-0.360230
