EF10_37_5T_A_sample_4
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 1kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,0.003760,-0.000000,-0.001915,0.000000,-0.001915
0.100000,0.007240,0.027440,-0.000241,-0.013975,-0.000241,-0.013972
0.200000,0.028000,0.051240,-0.000933,-0.026096,-0.000934,-0.026072
0.300000,0.046360,0.071180,-0.001545,-0.036252,-0.001547,-0.036196
0.400000,0.063230,0.099660,-0.002108,-0.050756,-0.002110,-0.050649
0.500000,0.079940,0.120540,-0.002665,-0.061391,-0.002668,-0.061227
0.600000,0.096690,0.144420,-0.003223,-0.073553,-0.003228,-0.073315
0.700000,0.113380,0.167320,-0.003779,-0.085215,-0.003786,-0.084893
0.800000,0.130090,0.192960,-0.004336,-0.098274,-0.004346,-0.097848
0.900000,0.146650,0.217520,-0.004888,-0.110782,-0.004900,-0.110240
1.000000,0.163330,0.235600,-0.005444,-0.119990,-0.005459,-0.119337
1.100000,0.180060,0.264430,-0.006002,-0.134673,-0.006020,-0.133865
1.200000,0.196690,0.283670,-0.006556,-0.144472,-0.006578,-0.143525
1.300000,0.213290,0.299550,-0.007110,-0.152560,-0.007135,-0.151475
1.400000,0.229990,0.327480,-0.007666,-0.166784,-0.007696,-0.165506
1.500000,0.246690,0.347810,-0.008223,-0.177138,-0.008257,-0.175682
1.600000,0.263380,0.365390,-0.008779,-0.186092,-0.008818,-0.184458
1.700000,0.279980,0.389330,-0.009333,-0.198284,-0.009376,-0.196434
1.800000,0.296630,0.404650,-0.009888,-0.206087,-0.009937,-0.204049
1.900000,0.313270,0.433500,-0.010442,-0.220780,-0.010497,-0.218474
2.000000,0.330000,0.459150,-0.011000,-0.233843,-0.011061,-0.231271
2.100000,0.346640,0.474890,-0.011555,-0.241859,-0.011622,-0.239065
2.200000,0.363260,0.493670,-0.012109,-0.251424,-0.012183,-0.248380
2.300000,0.379930,0.514940,-0.012664,-0.262257,-0.012745,-0.258935
2.400000,0.396600,0.540250,-0.013220,-0.275147,-0.013308,-0.271510
2.500000,0.413300,0.562930,-0.013777,-0.286698,-0.013872,-0.282748
2.600000,0.429980,0.582850,-0.014333,-0.296843,-0.014436,-0.292589
2.700000,0.446620,0.602910,-0.014887,-0.307060,-0.014999,-0.302488
2.800000,0.463290,0.629140,-0.015443,-0.320418,-0.015563,-0.315470
2.900000,0.479980,0.647530,-0.015999,-0.329784,-0.016129,-0.324508
3.000000,0.496590,0.670760,-0.016553,-0.341615,-0.016692,-0.335961
3.100000,0.513220,0.689050,-0.017107,-0.350930,-0.017255,-0.344927
3.200000,0.529920,0.709340,-0.017664,-0.361264,-0.017822,-0.354883
3.300000,0.546590,0.730210,-0.018220,-0.371893,-0.018388,-0.365117
3.400000,0.563280,0.754110,-0.018776,-0.384065,-0.018955,-0.376854
3.500000,0.579850,0.779910,-0.019328,-0.397205,-0.019518,-0.389528
3.600000,0.596530,0.793080,-0.019884,-0.403912,-0.020085,-0.395881
3.700000,0.613200,0.820710,-0.020440,-0.417984,-0.020652,-0.409441
3.800000,0.629910,0.841590,-0.020997,-0.428618,-0.021221,-0.419619
3.900000,0.646520,0.860280,-0.021551,-0.438137,-0.021786,-0.428695
4.000000,0.663190,0.885450,-0.022106,-0.450956,-0.022354,-0.440987
4.100000,0.679890,0.907030,-0.022663,-0.461947,-0.022924,-0.451477
4.200000,0.696610,0.928850,-0.023220,-0.473059,-0.023494,-0.462075
4.300000,0.713290,0.953120,-0.023776,-0.485420,-0.024064,-0.473879
4.400000,0.729920,0.969240,-0.024331,-0.493630,-0.024632,-0.481620
4.500000,0.746580,0.993920,-0.024886,-0.506199,-0.025201,-0.493602
4.600000,0.763270,1.009400,-0.025442,-0.514083,-0.025772,-0.501004
4.700000,0.779960,1.039250,-0.025999,-0.529286,-0.026343,-0.515525
4.800000,0.796590,1.055330,-0.026553,-0.537475,-0.026912,-0.523204
4.900000,0.813250,1.078900,-0.027108,-0.549479,-0.027483,-0.534584
5.000000,0.829920,1.100690,-0.027664,-0.560577,-0.028054,-0.545069
5.100000,0.846590,1.116530,-0.028220,-0.568644,-0.028625,-0.552597
5.200000,0.863240,1.141020,-0.028775,-0.581117,-0.029197,-0.564395
5.300000,0.879910,1.162160,-0.029330,-0.591883,-0.029769,-0.574523
5.400000,0.896590,1.177410,-0.029886,-0.599650,-0.030342,-0.581729
5.500000,0.913280,1.203420,-0.030443,-0.612897,-0.030916,-0.594239
5.600000,0.929960,1.228630,-0.030999,-0.625736,-0.031489,-0.606339
5.700000,0.946530,1.247600,-0.031551,-0.635397,-0.032059,-0.615350
5.800000,0.963240,1.270250,-0.032108,-0.646933,-0.032635,-0.626161
5.900000,0.979930,1.286040,-0.032664,-0.654975,-0.033210,-0.633580
6.000000,0.996600,1.308010,-0.033220,-0.666164,-0.033784,-0.644034
6.100000,1.013290,1.330120,-0.033776,-0.677425,-0.034360,-0.654544
6.200000,1.029940,1.353810,-0.034331,-0.689490,-0.034934,-0.665819
6.300000,1.046580,1.371690,-0.034886,-0.698596,-0.035509,-0.674225
6.400000,1.063280,1.399990,-0.035443,-0.713009,-0.036086,-0.687738
6.500000,1.079920,1.421050,-0.035997,-0.723735,-0.036661,-0.697682
6.600000,1.096520,1.438700,-0.036551,-0.732724,-0.037235,-0.705942
6.700000,1.113260,1.461190,-0.037109,-0.744178,-0.037815,-0.716563
6.800000,1.129910,1.490920,-0.037664,-0.759319,-0.038391,-0.730721
6.900000,1.146580,1.507700,-0.038219,-0.767865,-0.038969,-0.738518
7.000000,1.163190,1.532040,-0.038773,-0.780262,-0.039545,-0.750008
7.100000,1.179880,1.550700,-0.039329,-0.789765,-0.040124,-0.758704
