EF10_37_5T_B_sample_5
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 1kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,0.003920,-0.000000,-0.001996,0.000000,-0.001996
0.100000,0.006880,0.017390,-0.000229,-0.008857,-0.000229,-0.008855
0.200000,0.027850,0.048960,-0.000928,-0.024935,-0.000929,-0.024912
0.300000,0.046260,0.076320,-0.001542,-0.038869,-0.001543,-0.038810
0.400000,0.063240,0.104920,-0.002108,-0.053435,-0.002110,-0.053323
0.500000,0.080020,0.125190,-0.002667,-0.063759,-0.002671,-0.063589
0.600000,0.096710,0.149510,-0.003224,-0.076145,-0.003229,-0.075899
0.700000,0.113400,0.177200,-0.003780,-0.090247,-0.003787,-0.089906
0.800000,0.129970,0.197390,-0.004332,-0.100530,-0.004342,-0.100094
0.900000,0.146700,0.217570,-0.004890,-0.110807,-0.004902,-0.110266
1.000000,0.163410,0.249400,-0.005447,-0.127018,-0.005462,-0.126327
1.100000,0.180060,0.271260,-0.006002,-0.138152,-0.006020,-0.137322
1.200000,0.196650,0.279020,-0.006555,-0.142104,-0.006577,-0.141172
1.300000,0.213330,0.301160,-0.007111,-0.153380,-0.007136,-0.152289
1.400000,0.230030,0.332830,-0.007668,-0.169509,-0.007697,-0.168209
1.500000,0.246690,0.355150,-0.008223,-0.180876,-0.008257,-0.179389
1.600000,0.263330,0.374000,-0.008778,-0.190477,-0.008816,-0.188805
1.700000,0.279970,0.399730,-0.009332,-0.203581,-0.009376,-0.201681
1.800000,0.296640,0.419350,-0.009888,-0.213573,-0.009937,-0.211461
1.900000,0.313310,0.440120,-0.010444,-0.224151,-0.010499,-0.221810
2.000000,0.329950,0.467510,-0.010998,-0.238101,-0.011059,-0.235482
2.100000,0.346620,0.484600,-0.011554,-0.246805,-0.011621,-0.243953
2.200000,0.363270,0.506930,-0.012109,-0.258177,-0.012183,-0.255051
2.300000,0.379930,0.530350,-0.012664,-0.270105,-0.012745,-0.266684
2.400000,0.396640,0.549020,-0.013221,-0.279614,-0.013310,-0.275917
2.500000,0.413300,0.569670,-0.013777,-0.290131,-0.013872,-0.286134
2.600000,0.429930,0.586040,-0.014331,-0.298468,-0.014435,-0.294190
2.700000,0.446640,0.612190,-0.014888,-0.311786,-0.015000,-0.307144
2.800000,0.463310,0.631670,-0.015444,-0.321707,-0.015564,-0.316739
2.900000,0.479930,0.654400,-0.015998,-0.333283,-0.016127,-0.327951
3.000000,0.496550,0.677440,-0.016552,-0.345017,-0.016690,-0.339307
3.100000,0.513270,0.695750,-0.017109,-0.354343,-0.017257,-0.348280
3.200000,0.529890,0.716640,-0.017663,-0.364982,-0.017821,-0.358535
3.300000,0.546580,0.737790,-0.018219,-0.375753,-0.018387,-0.368907
3.400000,0.563190,0.759350,-0.018773,-0.386734,-0.018951,-0.379474
3.500000,0.579880,0.779440,-0.019329,-0.396966,-0.019519,-0.389292
3.600000,0.596570,0.800610,-0.019886,-0.407747,-0.020086,-0.399639
3.700000,0.613250,0.818080,-0.020442,-0.416645,-0.020653,-0.408128
3.800000,0.629850,0.839240,-0.020995,-0.427421,-0.021219,-0.418448
3.900000,0.646490,0.869260,-0.021550,-0.442710,-0.021785,-0.433170
4.000000,0.663240,0.888300,-0.022108,-0.452407,-0.022356,-0.442406
4.100000,0.679970,0.910510,-0.022666,-0.463719,-0.022926,-0.453208
4.200000,0.696640,0.929340,-0.023221,-0.473309,-0.023495,-0.462318
4.300000,0.713250,0.950990,-0.023775,-0.484335,-0.024062,-0.472820
4.400000,0.729940,0.970560,-0.024331,-0.494302,-0.024632,-0.482275
4.500000,0.746640,0.985350,-0.024888,-0.501835,-0.025203,-0.489345
4.600000,0.763280,1.013750,-0.025443,-0.516299,-0.025772,-0.503163
4.700000,0.779920,1.035880,-0.025997,-0.527569,-0.026341,-0.513854
4.800000,0.796550,1.059010,-0.026552,-0.539349,-0.026911,-0.525029
4.900000,0.813210,1.077830,-0.027107,-0.548934,-0.027481,-0.534054
5.000000,0.829880,1.104360,-0.027663,-0.562446,-0.028052,-0.546887
5.100000,0.846540,1.122670,-0.028218,-0.571771,-0.028624,-0.555637
5.200000,0.863190,1.142640,-0.028773,-0.581942,-0.029195,-0.565198
5.300000,0.879900,1.164130,-0.029330,-0.592887,-0.029769,-0.575497
5.400000,0.896610,1.185350,-0.029887,-0.603694,-0.030343,-0.585651
5.500000,0.913230,1.211340,-0.030441,-0.616930,-0.030914,-0.598150
5.600000,0.929880,1.229000,-0.030996,-0.625925,-0.031487,-0.606523
5.700000,0.946610,1.250960,-0.031554,-0.637109,-0.032062,-0.617006
5.800000,0.963330,1.277810,-0.032111,-0.650783,-0.032638,-0.629886
5.900000,0.979960,1.293120,-0.032665,-0.658581,-0.033211,-0.637068
6.000000,0.996610,1.320610,-0.033220,-0.672581,-0.033785,-0.650238
