EF10_50T_A_sample_3
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 1kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,0.006160,-0.000000,-0.003137,0.000000,-0.003137
0.100000,0.007190,0.020650,-0.000240,-0.010517,-0.000240,-0.010514
0.200000,0.027970,0.027850,-0.000932,-0.014184,-0.000933,-0.014171
0.300000,0.046340,0.048500,-0.001545,-0.024701,-0.001546,-0.024663
0.400000,0.063310,0.066170,-0.002110,-0.033700,-0.002113,-0.033629
0.500000,0.080040,0.078750,-0.002668,-0.040107,-0.002672,-0.040000
0.600000,0.096660,0.093670,-0.003222,-0.047706,-0.003227,-0.047552
0.700000,0.113350,0.106150,-0.003778,-0.054062,-0.003785,-0.053857
0.800000,0.130050,0.117440,-0.004335,-0.059812,-0.004344,-0.059552
0.900000,0.146720,0.136680,-0.004891,-0.069611,-0.004903,-0.069270
1.000000,0.163350,0.151660,-0.005445,-0.077240,-0.005460,-0.076819
1.100000,0.179990,0.172130,-0.006000,-0.087665,-0.006018,-0.087139
1.200000,0.196680,0.184990,-0.006556,-0.094215,-0.006578,-0.093597
1.300000,0.213350,0.197520,-0.007112,-0.100596,-0.007137,-0.099881
1.400000,0.229990,0.209160,-0.007666,-0.106524,-0.007696,-0.105708
1.500000,0.246680,0.226370,-0.008223,-0.115289,-0.008257,-0.114341
1.600000,0.263320,0.242500,-0.008777,-0.123504,-0.008816,-0.122420
1.700000,0.279970,0.263950,-0.009332,-0.134429,-0.009376,-0.133174
1.800000,0.296680,0.280180,-0.009889,-0.142695,-0.009939,-0.141283
1.900000,0.313310,0.294590,-0.010444,-0.150033,-0.010499,-0.148467
2.000000,0.329940,0.316180,-0.010998,-0.161029,-0.011059,-0.159258
2.100000,0.346660,0.329200,-0.011555,-0.167660,-0.011623,-0.165723
2.200000,0.363330,0.348140,-0.012111,-0.177306,-0.012185,-0.175159
2.300000,0.379930,0.364600,-0.012664,-0.185689,-0.012745,-0.183338
2.400000,0.396570,0.375010,-0.013219,-0.190991,-0.013307,-0.188466
2.500000,0.413270,0.391410,-0.013776,-0.199343,-0.013871,-0.196597
2.600000,0.429910,0.414400,-0.014330,-0.211052,-0.014434,-0.208028
2.700000,0.446600,0.423800,-0.014887,-0.215840,-0.014999,-0.212626
2.800000,0.463230,0.440800,-0.015441,-0.224498,-0.015561,-0.221031
2.900000,0.479900,0.456700,-0.015997,-0.232595,-0.016126,-0.228875
3.000000,0.496580,0.473600,-0.016553,-0.241202,-0.016691,-0.237210
3.100000,0.513270,0.495740,-0.017109,-0.252478,-0.017257,-0.248159
3.200000,0.529880,0.515620,-0.017663,-0.262603,-0.017821,-0.257965
3.300000,0.546510,0.525700,-0.018217,-0.267737,-0.018385,-0.262859
3.400000,0.563250,0.544990,-0.018775,-0.277561,-0.018953,-0.272350
3.500000,0.579960,0.562720,-0.019332,-0.286591,-0.019521,-0.281051
3.600000,0.596620,0.574780,-0.019887,-0.292733,-0.020088,-0.286911
3.700000,0.613240,0.597140,-0.020441,-0.304121,-0.020653,-0.297904
3.800000,0.629900,0.612940,-0.020997,-0.312168,-0.021220,-0.305613
3.900000,0.646610,0.628890,-0.021554,-0.320291,-0.021789,-0.313388
4.000000,0.663270,0.646630,-0.022109,-0.329326,-0.022357,-0.322045
4.100000,0.679920,0.665430,-0.022664,-0.338901,-0.022925,-0.331220
4.200000,0.696540,0.684660,-0.023218,-0.348694,-0.023492,-0.340598
4.300000,0.713200,0.694380,-0.023773,-0.353645,-0.024060,-0.345238
4.400000,0.729880,0.713370,-0.024329,-0.363316,-0.024630,-0.354477
4.500000,0.746540,0.735160,-0.024885,-0.374414,-0.025200,-0.365097
4.600000,0.763170,0.750680,-0.025439,-0.382318,-0.025768,-0.372592
4.700000,0.779880,0.765480,-0.025996,-0.389856,-0.026340,-0.379721
4.800000,0.796580,0.781330,-0.026553,-0.397928,-0.026912,-0.387362
4.900000,0.813200,0.807170,-0.027107,-0.411088,-0.027481,-0.399945
