EF10_50T_A_sample_5
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 1kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,0.002750,-0.000000,-0.001401,0.000000,-0.001401
0.100000,0.007210,0.013780,-0.000240,-0.007018,-0.000240,-0.007016
0.200000,0.027970,0.026800,-0.000932,-0.013649,-0.000933,-0.013636
0.300000,0.046340,0.045680,-0.001545,-0.023265,-0.001546,-0.023229
0.400000,0.063310,0.056190,-0.002110,-0.028617,-0.002113,-0.028557
0.500000,0.080030,0.078710,-0.002668,-0.040087,-0.002671,-0.039980
0.600000,0.096640,0.088280,-0.003221,-0.044961,-0.003227,-0.044816
0.700000,0.113340,0.104850,-0.003778,-0.053400,-0.003785,-0.053198
0.800000,0.130070,0.115880,-0.004336,-0.059017,-0.004345,-0.058761
0.900000,0.146730,0.133960,-0.004891,-0.068225,-0.004903,-0.067892
1.000000,0.163350,0.147390,-0.005445,-0.075065,-0.005460,-0.074656
1.100000,0.180000,0.165010,-0.006000,-0.084039,-0.006018,-0.083535
1.200000,0.196690,0.180510,-0.006556,-0.091933,-0.006578,-0.091330
1.300000,0.213350,0.199320,-0.007112,-0.101513,-0.007137,-0.100791
1.400000,0.229980,0.207910,-0.007666,-0.105888,-0.007696,-0.105076
1.500000,0.246680,0.227810,-0.008223,-0.116023,-0.008257,-0.115069
1.600000,0.263310,0.245640,-0.008777,-0.125103,-0.008816,-0.124005
1.700000,0.279960,0.260530,-0.009332,-0.132687,-0.009376,-0.131449
1.800000,0.296680,0.277220,-0.009889,-0.141187,-0.009939,-0.139791
1.900000,0.313310,0.288460,-0.010444,-0.146911,-0.010499,-0.145377
2.000000,0.329940,0.308590,-0.010998,-0.157164,-0.011059,-0.155435
2.100000,0.346650,0.325650,-0.011555,-0.165852,-0.011622,-0.163936
2.200000,0.363340,0.329920,-0.012111,-0.168027,-0.012185,-0.165992
2.300000,0.379930,0.351870,-0.012664,-0.179206,-0.012745,-0.176936
2.400000,0.396560,0.364700,-0.013219,-0.185740,-0.013307,-0.183285
2.500000,0.413280,0.385810,-0.013776,-0.196491,-0.013872,-0.193785
2.600000,0.429910,0.396630,-0.014330,-0.202002,-0.014434,-0.199107
2.700000,0.446600,0.419500,-0.014887,-0.213650,-0.014999,-0.210469
2.800000,0.463220,0.431180,-0.015441,-0.219598,-0.015561,-0.216207
2.900000,0.479890,0.446680,-0.015996,-0.227492,-0.016126,-0.223853
3.000000,0.496580,0.461920,-0.016553,-0.235254,-0.016691,-0.231360
3.100000,0.513270,0.484950,-0.017109,-0.246983,-0.017257,-0.242757
3.200000,0.529890,0.497130,-0.017663,-0.253186,-0.017821,-0.248714
3.300000,0.546530,0.510160,-0.018218,-0.259822,-0.018386,-0.255089
3.400000,0.563230,0.531450,-0.018774,-0.270665,-0.018953,-0.265584
3.500000,0.579950,0.541730,-0.019332,-0.275901,-0.019521,-0.270567
3.600000,0.596610,0.562110,-0.019887,-0.286280,-0.020087,-0.280587
3.700000,0.613230,0.580480,-0.020441,-0.295636,-0.020653,-0.289593
3.800000,0.629900,0.598530,-0.020997,-0.304829,-0.021220,-0.298428
3.900000,0.646630,0.611000,-0.021554,-0.311180,-0.021790,-0.304472
4.000000,0.663260,0.627860,-0.022109,-0.319766,-0.022357,-0.312697
4.100000,0.679930,0.644440,-0.022664,-0.328211,-0.022925,-0.320772
4.200000,0.696550,0.653090,-0.023218,-0.332616,-0.023492,-0.324893
4.300000,0.713210,0.677210,-0.023774,-0.344900,-0.024061,-0.336701
4.400000,0.729870,0.695550,-0.024329,-0.354241,-0.024630,-0.345622
4.500000,0.746530,0.713660,-0.024884,-0.363464,-0.025199,-0.354419
4.600000,0.763180,0.728090,-0.025439,-0.370813,-0.025769,-0.361380
4.700000,0.779880,0.752040,-0.025996,-0.383011,-0.026340,-0.373054
4.800000,0.796580,0.767090,-0.026553,-0.390676,-0.026912,-0.380302
4.900000,0.813200,0.780210,-0.027107,-0.397358,-0.027481,-0.386587
5.000000,0.829860,0.800090,-0.027662,-0.407482,-0.028052,-0.396211
5.100000,0.846590,0.813250,-0.028220,-0.414185,-0.028625,-0.402497
5.200000,0.863320,0.832800,-0.028777,-0.424142,-0.029200,-0.411936
5.300000,0.879950,0.851000,-0.029332,-0.433411,-0.029770,-0.420698
5.400000,0.896590,0.868350,-0.029886,-0.442247,-0.030342,-0.429030
5.500000,0.913260,0.882360,-0.030442,-0.449382,-0.030915,-0.435702
5.600000,0.929920,0.900410,-0.030997,-0.458575,-0.031488,-0.444360
5.700000,0.946630,0.923720,-0.031554,-0.470447,-0.032063,-0.455602
5.800000,0.963280,0.936570,-0.032109,-0.476991,-0.032636,-0.461675
