EF10_12_5T_B_sample_1
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 1kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,0.004930,-0.000000,-0.002511,0.000000,-0.002511
0.100000,0.007300,0.030590,-0.000243,-0.015579,-0.000243,-0.015576
0.200000,0.028080,0.053510,-0.000936,-0.027252,-0.000936,-0.027227
0.300000,0.046320,0.085520,-0.001544,-0.043555,-0.001545,-0.043488
0.400000,0.063280,0.117580,-0.002109,-0.059883,-0.002112,-0.059757
0.500000,0.080020,0.154200,-0.002667,-0.078533,-0.002671,-0.078324
0.600000,0.096680,0.183900,-0.003223,-0.093660,-0.003228,-0.093358
0.700000,0.113350,0.219580,-0.003778,-0.111831,-0.003785,-0.111409
0.800000,0.130090,0.257500,-0.004336,-0.131144,-0.004346,-0.130575
0.900000,0.146700,0.291560,-0.004890,-0.148490,-0.004902,-0.147764
1.000000,0.163280,0.338770,-0.005443,-0.172534,-0.005458,-0.171595
1.100000,0.179970,0.364680,-0.005999,-0.185730,-0.006017,-0.184616
1.200000,0.196660,0.408200,-0.006555,-0.207895,-0.006577,-0.206532
1.300000,0.213370,0.447180,-0.007112,-0.227747,-0.007138,-0.226127
1.400000,0.230000,0.487620,-0.007667,-0.248343,-0.007696,-0.246439
1.500000,0.246620,0.525180,-0.008221,-0.267472,-0.008255,-0.265273
1.600000,0.263280,0.568970,-0.008776,-0.289774,-0.008815,-0.287231
1.700000,0.280000,0.603110,-0.009333,-0.307161,-0.009377,-0.304295
1.800000,0.296650,0.653120,-0.009888,-0.332631,-0.009938,-0.329342
1.900000,0.313220,0.684840,-0.010441,-0.348786,-0.010496,-0.345145
2.000000,0.329900,0.724920,-0.010997,-0.369199,-0.011058,-0.365139
2.100000,0.346610,0.763170,-0.011554,-0.388679,-0.011621,-0.384189
2.200000,0.363300,0.804810,-0.012110,-0.409886,-0.012184,-0.404923
2.300000,0.379920,0.841660,-0.012664,-0.428654,-0.012745,-0.423225
2.400000,0.396570,0.883280,-0.013219,-0.449851,-0.013307,-0.443904
2.500000,0.413260,0.924340,-0.013775,-0.470762,-0.013871,-0.464278
2.600000,0.429940,0.960140,-0.014331,-0.488995,-0.014435,-0.481987
2.700000,0.446590,1.005030,-0.014886,-0.511858,-0.014998,-0.504238
2.800000,0.463220,1.051350,-0.015441,-0.535448,-0.015561,-0.527180
2.900000,0.479870,1.084540,-0.015996,-0.552352,-0.016125,-0.543516
3.000000,0.496550,1.122620,-0.016552,-0.571746,-0.016690,-0.562282
3.100000,0.513280,1.169720,-0.017109,-0.595734,-0.017257,-0.585541
3.200000,0.529880,1.215160,-0.017663,-0.618876,-0.017821,-0.607945
3.300000,0.546500,1.248050,-0.018217,-0.635627,-0.018385,-0.624048
3.400000,0.563240,1.288480,-0.018775,-0.656217,-0.018953,-0.643897
3.500000,0.579930,1.328000,-0.019331,-0.676345,-0.019520,-0.663270
3.600000,0.596540,1.373020,-0.019885,-0.699273,-0.020085,-0.685369
3.700000,0.613220,1.408930,-0.020441,-0.717562,-0.020652,-0.702895
3.800000,0.629900,1.452240,-0.020997,-0.739620,-0.021220,-0.724090
3.900000,0.646610,1.490750,-0.021554,-0.759233,-0.021789,-0.742868
4.000000,0.663270,1.528750,-0.022109,-0.778586,-0.022357,-0.761372
4.100000,0.679950,1.565680,-0.022665,-0.797394,-0.022926,-0.779321
4.200000,0.696590,1.610910,-0.023220,-0.820430,-0.023493,-0.801380
4.300000,0.713290,1.649990,-0.023776,-0.840333,-0.024064,-0.820353
4.400000,0.729920,1.688500,-0.024331,-0.859946,-0.024632,-0.839023
4.500000,0.746520,1.724740,-0.024884,-0.878403,-0.025199,-0.856545
4.600000,0.763210,1.770570,-0.025440,-0.901744,-0.025770,-0.878803
4.700000,0.779870,1.813800,-0.025996,-0.923761,-0.026340,-0.899747
4.800000,0.796600,1.856810,-0.026553,-0.945666,-0.026912,-0.920555
4.900000,0.813280,1.890120,-0.027109,-0.962630,-0.027484,-0.936534
5.000000,0.829930,1.934510,-0.027664,-0.985238,-0.028054,-0.957982
5.100000,0.846600,1.977720,-0.028220,-1.007245,-0.028626,-0.978820
5.200000,0.863280,2.011710,-0.028776,-1.024555,-0.029198,-0.995073
5.300000,0.879920,2.055370,-0.029331,-1.046791,-0.029769,-1.016088
5.400000,0.896560,2.092320,-0.029885,-1.065610,-0.030341,-1.033764
5.500000,0.913260,2.138910,-0.030442,-1.089338,-0.030915,-1.056176
5.600000,0.929930,2.185230,-0.030998,-1.112929,-0.031488,-1.078430
5.700000,0.946620,2.223820,-0.031554,-1.132582,-0.032063,-1.096845
5.800000,0.963190,2.263330,-0.032106,-1.152705,-0.032633,-1.115695
5.900000,0.979860,2.300270,-0.032662,-1.171518,-0.033207,-1.133254
6.000000,0.996550,2.344600,-0.033218,-1.194095,-0.033783,-1.154429
6.100000,1.013270,2.381140,-0.033776,-1.212705,-0.034359,-1.171745
6.200000,1.029890,2.434180,-0.034330,-1.239718,-0.034933,-1.197159
6.300000,1.046540,2.468480,-0.034885,-1.257187,-0.035508,-1.213330
6.400000,1.063240,2.512450,-0.035441,-1.279580,-0.036085,-1.234230
6.500000,1.079940,2.549440,-0.035998,-1.298419,-0.036662,-1.251679
6.600000,1.096660,2.591650,-0.036555,-1.319917,-0.037240,-1.271667
6.700000,1.113280,2.634580,-0.037109,-1.341781,-0.037815,-1.291988
6.800000,1.129940,2.681980,-0.037665,-1.365921,-0.038392,-1.314474
6.900000,1.146610,2.717640,-0.038220,-1.384083,-0.038970,-1.331183
7.000000,1.163290,2.760510,-0.038776,-1.405916,-0.039548,-1.351400
7.100000,1.179920,2.802960,-0.039331,-1.427536,-0.040125,-1.371390
7.200000,1.196580,2.840440,-0.039886,-1.446624,-0.040703,-1.388924
7.300000,1.213250,2.885050,-0.040442,-1.469344,-0.041282,-1.409921
7.400000,1.229940,2.923680,-0.040998,-1.489018,-0.041862,-1.427971
7.500000,1.246590,2.967660,-0.041553,-1.511417,-0.042441,-1.448613
7.600000,1.263250,3.014260,-0.042108,-1.535150,-0.043021,-1.470507
7.700000,1.279920,3.050730,-0.042664,-1.553724,-0.043601,-1.487436
7.800000,1.296600,3.087860,-0.043220,-1.572634,-0.044182,-1.504665
7.900000,1.313280,3.133100,-0.043776,-1.595675,-0.044763,-1.525822
8.000000,1.329860,3.170150,-0.044329,-1.614544,-0.045341,-1.542974
8.100000,1.346570,3.215430,-0.044886,-1.637605,-0.045924,-1.564100
8.200000,1.363250,3.252050,-0.045442,-1.656255,-0.046507,-1.580992
