EF10_87_5T_A_sample_5
Compression test;
Cylinder Diameter: 50mm;
Cylinder Height: 30mm;
Speed (mm/min): 10;
Machine: INSTRON 5900;
Load cell: 1kN;
Time (s),Compression (mm),Load (N),Engineering Strain [-],Engineering Stress (kPa),True Strain [-],True Stress (kPa)
0.000000,0.000000,-0.089100,-0.000000,0.045378,0.000000,0.045378
0.100000,0.006730,-0.073110,-0.000224,0.037235,-0.000224,0.037226
0.200000,0.027520,-0.069100,-0.000917,0.035192,-0.000918,0.035160
0.300000,0.046010,-0.057260,-0.001534,0.029162,-0.001535,0.029118
0.400000,0.063020,-0.049500,-0.002101,0.025210,-0.002103,0.025157
0.500000,0.079890,-0.038830,-0.002663,0.019776,-0.002667,0.019723
0.600000,0.096640,-0.029950,-0.003221,0.015253,-0.003227,0.015204
0.700000,0.113240,-0.016650,-0.003775,0.008480,-0.003782,0.008448
0.800000,0.129880,-0.007200,-0.004329,0.003667,-0.004339,0.003651
0.900000,0.146560,-0.007330,-0.004885,0.003733,-0.004897,0.003715
1.000000,0.163290,0.009120,-0.005443,-0.004645,-0.005458,-0.004619
1.100000,0.179890,0.015270,-0.005996,-0.007777,-0.006014,-0.007730
1.200000,0.196550,0.027000,-0.006552,-0.013751,-0.006573,-0.013661
1.300000,0.213230,0.033460,-0.007108,-0.017041,-0.007133,-0.016920
1.400000,0.229900,0.043970,-0.007663,-0.022394,-0.007693,-0.022222
1.500000,0.246600,0.052460,-0.008220,-0.026718,-0.008254,-0.026498
1.600000,0.263260,0.067950,-0.008775,-0.034607,-0.008814,-0.034303
1.700000,0.279890,0.075370,-0.009330,-0.038386,-0.009373,-0.038028
1.800000,0.296600,0.081920,-0.009887,-0.041722,-0.009936,-0.041309
1.900000,0.313300,0.095810,-0.010443,-0.048796,-0.010498,-0.048286
2.000000,0.329940,0.102990,-0.010998,-0.052452,-0.011059,-0.051876
2.100000,0.346580,0.106930,-0.011553,-0.054459,-0.011620,-0.053830
2.200000,0.363270,0.117540,-0.012109,-0.059863,-0.012183,-0.059138
2.300000,0.379970,0.131910,-0.012666,-0.067181,-0.012747,-0.066330
2.400000,0.396620,0.138670,-0.013221,-0.070624,-0.013309,-0.069690
2.500000,0.413240,0.150960,-0.013775,-0.076883,-0.013870,-0.075824
2.600000,0.429930,0.158110,-0.014331,-0.080525,-0.014435,-0.079371
2.700000,0.446610,0.166360,-0.014887,-0.084726,-0.014999,-0.083465
2.800000,0.463340,0.170370,-0.015445,-0.086769,-0.015565,-0.085429
2.900000,0.479940,0.182520,-0.015998,-0.092957,-0.016127,-0.091470
3.000000,0.496570,0.196080,-0.016552,-0.099863,-0.016691,-0.098210
3.100000,0.513240,0.203680,-0.017108,-0.103733,-0.017256,-0.101959
3.200000,0.529960,0.209090,-0.017665,-0.106489,-0.017823,-0.104608
3.300000,0.546600,0.222650,-0.018220,-0.113395,-0.018388,-0.111329
3.400000,0.563200,0.229520,-0.018773,-0.116894,-0.018952,-0.114699
3.500000,0.579910,0.239750,-0.019330,-0.122104,-0.019520,-0.119743
3.600000,0.596560,0.248910,-0.019885,-0.126769,-0.020086,-0.124248
3.700000,0.613240,0.257450,-0.020441,-0.131118,-0.020653,-0.128438
3.800000,0.629850,0.265010,-0.020995,-0.134968,-0.021219,-0.132135
3.900000,0.646570,0.276310,-0.021552,-0.140724,-0.021788,-0.137691
4.000000,0.663250,0.278760,-0.022108,-0.141971,-0.022356,-0.138833
4.100000,0.679950,0.291850,-0.022665,-0.148638,-0.022926,-0.145269
4.200000,0.696640,0.300620,-0.023221,-0.153105,-0.023495,-0.149549
4.300000,0.713250,0.316530,-0.023775,-0.161207,-0.024062,-0.157375
4.400000,0.729920,0.319410,-0.024331,-0.162674,-0.024632,-0.158716
4.500000,0.746570,0.326520,-0.024886,-0.166295,-0.025201,-0.162157
4.600000,0.763260,0.341110,-0.025442,-0.173726,-0.025771,-0.169306
4.700000,0.779860,0.353690,-0.025995,-0.180133,-0.026339,-0.175450
4.800000,0.796580,0.359020,-0.026553,-0.182847,-0.026912,-0.177992
4.900000,0.813260,0.370490,-0.027109,-0.188689,-0.027483,-0.183574
5.000000,0.829910,0.379880,-0.027664,-0.193471,-0.028054,-0.188119
5.100000,0.846520,0.385770,-0.028217,-0.196471,-0.028623,-0.190927
